Subj_idx,Stimulus,Response,Confidence,RT_decConf,Coherence,Condition,Accuracy,Block,Date
1,0,0,1,0.488066,0.128,0,1,16,20150519
1,0,1,0.600775,0.581523,0.064,0,0,16,20150519
1,1,1,0.953679,0.634793,0.256,0,1,16,20150519
1,1,1,0.529852,0.5814,0.128,0,1,16,20150519
1,0,0,0.997412,0.327195,0.512,1,1,16,20150519
1,1,1,0.92801,0.421389,0.512,1,1,16,20150519
1,1,1,0.745474,0.514606,0.064,1,1,16,20150519
1,1,0,0.940749,0.594723,0.032,0,0,16,20150519
1,1,1,0.910137,0.541562,0.128,1,1,16,20150519
1,1,0,0.920594,0.514854,0.128,1,0,16,20150519
1,0,0,0.971743,0.461457,0.256,0,1,16,20150519
1,0,0,0.971172,0.581461,0.064,0,1,16,20150519
1,1,1,0.96832,0.434895,0.256,0,1,16,20150519
1,0,0,0.972313,0.381715,0.032,0,1,16,20150519
1,1,1,0.921735,0.395071,0.256,1,1,16,20150519
1,0,0,0.958623,0.581518,0.064,0,1,16,20150519
1,1,1,0.966419,0.595176,0.128,0,1,16,20150519
1,1,0,0.920594,0.621422,0.256,1,0,16,20150519
1,0,1,0.907665,0.594909,0.064,0,0,16,20150519
1,0,1,0.296548,0.634808,0,1,0,16,20150519
1,1,0,0.966799,0.555201,0.032,1,0,16,20150519
1,1,1,0.069708,1.488027,0.064,0,1,16,20150519
1,0,0,0.059441,0.63388,0.256,1,1,16,20150519
1,0,1,0.00468,0.634803,0,1,0,16,20150519
1,0,0,0.951778,0.474701,0.128,0,1,16,20150519
1,1,0,0.875531,0.554801,0.064,1,0,16,20150519
1,0,0,0.936756,0.341491,0.512,0,1,16,20150519
1,0,0,0.908235,0.341237,0.512,0,1,16,20150519
1,0,1,0.704213,0.488061,0,0,0,16,20150519
1,0,0,0.904242,0.554785,0.032,1,1,16,20150519
1,0,1,0.667325,0.608068,0.128,0,0,16,20150519
1,0,0,0.915841,0.514943,0.032,0,1,16,20150519
1,1,1,0.84739,0.514828,0.256,1,1,16,20150519
1,0,0,0.815446,0.434935,0.032,0,1,16,20150519
1,1,1,0.718473,0.861808,0.128,1,1,16,20150519
2,1,1,1,1.174019,0.032,0,1,1,20150424
2,0,0,0.073131,2.515013,0.128,0,1,1,20150424
2,0,0,0.648501,0.901651,0.128,1,1,1,20150424
2,0,0,0.830657,0.968257,0,1,1,1,20150424
2,0,0,0.99475,1.248188,0.512,0,1,1,20150424
2,0,0,0.258519,0.768449,0,1,1,1,20150424
2,0,0,0,0.995105,0,0,1,1,20150424
2,1,1,0.174857,0.968366,0,1,1,1,20150424
2,0,0,0.431739,0.661723,0.032,1,1,1,20150424
2,0,0,0.262512,0.55505,0.064,0,1,1,20150424
2,0,0,0.279625,0.608103,0.032,1,1,1,20150424
2,0,1,0.188357,1.715021,0.032,0,0,1,20150424
2,1,0,0.315182,0.541934,0,0,0,1,20150424
2,0,1,0.278865,0.648359,0.032,0,0,1,20150424
2,0,0,0.811073,0.72881,0.512,1,1,1,20150424
2,0,1,0.181512,2.167354,0.064,1,0,1,20150424
2,0,0,0.798713,0.648452,0.256,1,1,1,20150424
2,0,0,0.298449,0.448345,0.128,1,1,1,20150424
2,0,0,0.851002,0.395358,0.256,1,1,1,20150424
2,0,0,0.876481,0.595127,0.512,0,1,1,20150424
2,1,0,0.39257,0.568201,0.064,0,0,1,20150424
2,1,1,1,0.701875,0.256,1,1,1,20150424
2,0,0,0.237033,1.048642,0.064,0,1,1,20150424
2,0,0,0.860129,0.46155,0.256,0,1,1,20150424
2,1,1,0.12523,0.581823,0.256,1,1,1,20150424
2,0,0,0.263273,1.155028,0,0,1,1,20150424
2,1,1,0.091384,2.448242,0.064,1,1,1,20150424
2,1,1,0.972503,0.55489,0.512,1,1,1,20150424
2,1,1,0.723037,0.714981,0.128,0,1,1,20150424
2,1,1,0.471098,0.555238,0.032,0,1,1,20150424
2,1,1,0.988095,0.688312,0.512,0,1,1,20150424
2,1,0,0.271259,1.021816,0,1,0,1,20150424
2,1,0,0.27221,0.795026,0.064,1,0,1,20150424
2,0,0,0.691853,0.52829,0.256,0,1,1,20150424
2,0,0,0.842256,0.328488,0.512,1,1,1,20150424
2,0,0,0.728931,0.248467,0.256,1,1,1,20150424
2,1,0,0.654966,1.208388,0,1,0,1,20150424
2,1,1,0.953299,0.435202,0.256,0,1,1,20150424
2,1,0,0.269928,0.528349,0.064,0,0,1,20150424
2,1,1,0,1.648241,0.064,1,1,1,20150424
2,0,1,0.217829,0.914936,0,0,0,1,20150424
2,0,0,0.860319,0.42196,0.256,1,1,1,20150424
2,0,0,0.225055,1.461493,0.032,0,1,1,20150424
2,1,1,0.515592,0.475091,0,0,1,1,20150424
2,0,1,0.110019,0.408612,0.032,0,0,1,20150424
2,1,1,0.79491,0.648082,0.256,0,1,1,20150424
2,1,0,0,0.981732,0.032,1,0,1,20150424
2,1,1,0.88846,0.635029,0.128,0,1,1,20150424
2,1,1,0.029588,1.34174,0.032,1,1,1,20150424
2,1,1,0.489542,1.101601,0.128,1,1,1,20150424
2,0,0,0.19254,0.568357,0.064,0,1,1,20150424
2,0,0,0.679494,0.781677,0,1,1,1,20150424
2,1,0,0.070849,3.941747,0.256,0,0,1,20150424
2,1,1,0.425845,0.915204,0.128,1,1,1,20150424
2,1,0,0.481366,0.448292,0.064,0,0,1,20150424
2,1,1,0.876672,0.554909,0.256,1,1,1,20150424
2,1,1,0.826094,0.381758,0.512,0,1,1,20150424
2,0,0,0.109828,0.754962,0.256,0,1,1,20150424
2,0,0,0.518634,0.488196,0.128,1,1,1,20150424
2,0,0,0.72684,0.62142,0.032,1,1,1,20150424
2,0,0,0.78122,0.701608,0.256,0,1,1,20150424
2,0,1,0,3.301556,0,0,0,1,20150424
2,0,0,0.748135,0.315149,0.512,1,1,1,20150424
2,1,1,0.365569,0.50184,0,0,1,1,20150424
2,1,1,0.436302,0.915027,0.128,1,1,1,20150424
2,0,0,0.255477,0.528331,0,1,1,1,20150424
2,1,1,0.935996,0.474829,0.512,1,1,1,20150424
2,1,1,0.146146,0.728365,0,1,1,1,20150424
2,1,1,0.630818,0.502141,0.032,1,1,1,20150424
2,0,0,0.198054,0.662084,0.128,0,1,1,20150424
2,0,0,0.615987,0.461793,0.064,1,1,1,20150424
2,0,0,0.743382,0.688474,0.032,1,1,1,20150424
2,1,1,0.073701,0.688393,0.032,0,1,1,20150424
2,0,0,0.094617,0.554833,0.128,1,1,1,20150424
2,0,0,0.617128,0.515075,0.512,1,1,1,20150424
2,1,1,0.535937,0.768409,0.128,1,1,1,20150424
2,1,1,0.310428,2.0617,0.032,1,1,1,20150424
2,1,1,0.927059,0.608223,0.512,1,1,1,20150424
2,1,1,0.956151,0.674902,0.512,0,1,1,20150424
2,0,0,0.164209,0.621661,0.064,0,1,1,20150424
2,0,1,0,0.808295,0.064,1,0,1,20150424
2,0,0,0.56731,0.541504,0.064,1,1,1,20150424
2,1,1,0.90177,0.328226,0.256,1,1,1,20150424
2,0,0,0.24635,0.688096,0.128,0,1,1,20150424
2,1,1,0.929151,0.848252,0.128,0,1,1,20150424
2,1,0,0.207942,0.555225,0.064,0,0,1,20150424
2,1,1,0.061342,0.501749,0.032,0,1,1,20150424
2,1,1,0.600015,0.474909,0.128,0,1,1,20150424
2,1,1,0.891312,0.581983,0.512,0,1,1,20150424
2,0,0,0,1.31525,0.128,0,1,1,20150424
2,0,0,0.841115,0.541004,0.512,0,1,1,20150424
2,1,0,0.097469,0.541657,0.064,1,0,1,20150424
2,0,0,0.793579,0.421579,0.512,0,1,1,20150424
2,1,0,0.13854,0.408328,0.256,0,0,1,20150424
2,1,0,0.535366,0.408289,0,0,0,1,20150424
2,1,1,0.985813,0.435241,0.512,1,1,1,20150424
2,0,0,0,1.121462,0.128,1,1,2,20150424
2,0,1,0.944742,0.581658,0,1,0,2,20150424
2,1,1,0.556852,0.661609,0,0,1,2,20150424
2,1,0,0.115152,0.528295,0.032,0,0,2,20150424
2,0,0,0.799094,0.394972,0.256,1,1,2,20150424
2,1,1,0.896827,0.288404,0.512,0,1,2,20150424
2,1,1,0.077694,0.581559,0.128,1,1,2,20150424
2,0,0,0.064765,0.274995,0.256,0,1,2,20150424
2,0,0,0.321837,0.501647,0.064,0,1,2,20150424
2,1,1,0.249202,0.341677,0.032,1,1,2,20150424
2,1,1,0.884467,0.354991,0.512,0,1,2,20150424
2,1,0,0.026546,0.421719,0,1,0,2,20150424
2,0,1,0.560655,0.848187,0.032,1,0,2,20150424
2,0,0,0.831228,0.368232,0.256,0,1,2,20150424
2,1,0,0.210984,0.461753,0.032,1,0,2,20150424
2,1,1,0.942271,0.794979,0.256,1,1,2,20150424
2,0,0,0.17847,0.661621,0.064,1,1,2,20150424
2,1,1,0.881805,0.421614,0.064,1,1,2,20150424
2,0,0,0.646409,0.421707,0.512,1,1,2,20150424
2,1,1,0.466725,1.795061,0.256,1,1,2,20150424
2,0,0,0.799664,0.501789,0.512,1,1,2,20150424
2,1,1,0.945503,0.621699,0.512,1,1,2,20150424
2,0,0,0.892644,0.701596,0.512,0,1,2,20150424
2,1,1,0,0.635138,0.032,0,1,2,20150424
2,0,0,0.881045,0.554892,0.032,0,1,2,20150424
2,1,1,0.28552,0.608432,0.256,0,1,2,20150424
2,1,1,0.428507,0.674877,0.032,1,1,2,20150424
2,0,1,0.59317,0.768356,0,1,0,2,20150424
2,0,0,0,0.261568,0.512,0,1,2,20150424
2,0,0,0.453035,2.061762,0.128,0,1,2,20150424
2,1,1,0.508176,1.101626,0.032,0,1,2,20150424
2,1,1,0.694135,0.568368,0,1,1,2,20150424
2,0,0,0.181702,0.461738,0.128,0,1,2,20150424
2,0,1,0.155082,1.021609,0.032,1,0,2,20150424
2,0,1,0.859749,0.875049,0.032,1,0,2,20150424
2,0,0,0.151469,2.314887,0.064,1,1,2,20150424
2,0,0,0.378309,0.501622,0.128,0,1,2,20150424
2,0,0,0.059821,0.421625,0.128,0,1,2,20150424
2,0,0,0.629297,0.475128,0.512,0,1,2,20150424
2,1,1,0.876481,0.675068,0.512,1,1,2,20150424
2,0,0,0.964517,0.555137,0.064,1,1,2,20150424
2,1,1,0.999503,0.995013,0.032,0,1,2,20150424
2,0,0,0.986574,0.781616,0.512,1,1,2,20150424
2,1,1,0.053166,1.128102,0,0,1,2,20150424
2,1,1,0.508556,1.15497,0.128,0,1,2,20150424
2,1,1,0.57986,1.168215,0,1,1,2,20150424
2,1,1,1,1.328173,0.256,1,1,2,20150424
2,0,0,0.150329,1.314932,0.064,1,1,2,20150424
2,1,1,0.609522,0.915024,0,0,1,2,20150424
2,0,1,0.220301,3.941501,0,0,0,2,20150424
2,1,1,0.561606,0.741788,0.064,1,1,2,20150424
2,0,0,0,0.46169,0.032,1,1,2,20150424
2,0,0,0.634621,0.474996,0.256,1,1,2,20150424
2,0,0,0.783312,0.341538,0.256,1,1,2,20150424
2,1,1,0.63348,0.754824,0.064,0,1,2,20150424
2,1,0,0.011715,0.34167,0.064,0,0,2,20150424
2,1,1,0.622261,0.515058,0.128,0,1,2,20150424
2,1,1,1,0.808349,0.064,1,1,2,20150424
2,1,0,0.808791,0.435058,0.064,0,0,2,20150424
2,1,1,0.933524,0.541471,0.512,0,1,2,20150424
2,0,0,0,0.368542,0.128,1,1,2,20150424
2,1,1,0.705734,0.794241,0.512,0,1,2,20150424
2,0,0,0.785784,0.434925,0.512,1,1,2,20150424
2,0,0,0.16611,0.568328,0.032,0,1,2,20150424
2,0,0,1,0.861659,0.512,0,1,2,20150424
2,1,1,0.70041,0.675108,0.128,0,1,2,20150424
2,1,1,0.493915,0.728245,0.128,0,1,2,20150424
2,0,0,0.893975,0.568153,0.256,1,1,2,20150424
2,1,1,0.05906,2.208231,0.064,0,1,2,20150424
2,1,1,0.624543,0.688185,0.256,1,1,2,20150424
2,0,0,0,0.55507,0.256,0,1,2,20150424
2,0,1,0.051645,0.754983,0,0,0,2,20150424
2,0,0,0.290463,0.354964,0.032,0,1,2,20150424
2,1,1,0.441436,0.534585,0.128,1,1,2,20150424
2,0,1,0.538219,0.52835,0,0,0,2,20150424
2,0,0,0.38002,0.634911,0.128,1,1,2,20150424
2,1,1,0.187596,1.102091,0,0,1,2,20150424
2,1,1,0.844538,0.568392,0.064,1,1,2,20150424
2,0,NaN,NaN,NaN,0.064,NaN,NaN,2,20150424
2,1,0,0.177899,0.768138,0.128,1,0,2,20150424
2,1,1,0.110969,2.141816,0.128,1,1,2,20150424
2,1,1,0.978588,0.848231,0.512,1,1,2,20150424
2,1,1,0.753459,0.674914,0.256,0,1,2,20150424
2,1,1,0.869066,0.661598,0.256,0,1,2,20150424
2,0,0,0.109258,0.501713,0,0,1,2,20150424
2,1,1,0.78046,0.66171,0.512,1,1,2,20150424
2,1,0,0.360626,0.848369,0,1,0,2,20150424
2,0,0,0.741481,0.435007,0.256,0,1,2,20150424
2,1,1,0.82058,0.448405,0.256,0,1,2,20150424
2,0,0,0.149758,0.768356,0,1,1,2,20150424
2,0,1,0.136638,1.08824,0,1,0,2,20150424
2,0,0,0.718093,0.408438,0.032,0,1,2,20150424
2,0,0,0.261372,0.42187,0.064,0,1,2,20150424
2,0,0,0.027497,2.288417,0.064,0,1,2,20150424
2,0,0,0.319745,0.634923,0.128,1,1,2,20150424
2,1,0,0.37926,1.234861,0.032,1,0,2,20150424
2,1,1,0.879714,1.241116,0.256,1,1,3,20150424
2,1,0,0.200526,0.874194,0.032,0,0,3,20150424
2,1,0,0.358724,1.901955,0.128,1,0,3,20150424
2,1,1,0.153941,0.860218,0.256,0,1,3,20150424
2,0,1,0.44619,0.821579,0,1,0,3,20150424
2,0,0,0.145955,3.11497,0.064,1,1,3,20150424
2,1,1,0.44695,0.821799,0,1,1,3,20150424
2,1,0,0.374886,0.488605,0,0,0,3,20150424
2,1,0,0.20509,0.648503,0,0,0,3,20150424
2,1,1,0.9147,1.448458,0.512,1,1,3,20150424
2,1,1,0.629107,1.128404,0.032,0,1,3,20150424
2,1,1,0.858608,0.608495,0.512,1,1,3,20150424
2,0,0,0.627015,0.90178,0.128,1,1,3,20150424
2,0,0,0.217449,0.435117,0.032,0,1,3,20150424
2,1,1,0.932193,1.901744,0.128,0,1,3,20150424
2,0,0,0.097659,0.608397,0.032,0,1,3,20150424
2,1,1,0.485359,0.528358,0.064,1,1,3,20150424
2,0,0,0.619029,0.448335,0.256,0,1,3,20150424
2,1,1,0.426605,1.408312,0,1,1,3,20150424
2,1,1,0.896827,0.795098,0.512,1,1,3,20150424
2,0,1,0.122758,0.76836,0,1,0,3,20150424
2,0,0,0.632149,0.488401,0.512,1,1,3,20150424
2,1,1,0.929341,0.741654,0.256,1,1,3,20150424
2,0,0,0.696037,0.941814,0.256,0,1,3,20150424
2,0,0,0.742051,0.541925,0.256,1,1,3,20150424
2,1,1,0.958243,1.568283,0.032,0,1,3,20150424
2,0,0,0.11154,0.6752,0.128,1,1,3,20150424
2,0,0,0.75403,0.555672,0.512,0,1,3,20150424
2,1,1,0.322027,0.608289,0,1,1,3,20150424
2,1,1,0.472429,0.515078,0.032,1,1,3,20150424
2,0,0,0.742621,0.44852,0.032,1,1,3,20150424
2,0,0,0.819629,0.501624,0.512,1,1,3,20150424
2,1,1,0,0.635067,0.064,0,1,3,20150424
2,1,1,0.611804,0.42174,0.256,0,1,3,20150424
2,1,1,0.542021,0.554938,0.064,0,1,3,20150424
2,1,1,0.884277,0.568478,0.032,1,1,3,20150424
2,0,0,0.257379,0.915033,0,1,1,3,20150424
2,0,1,0.1123,0.941764,0.128,0,0,3,20150424
2,1,1,0.918503,0.715115,0.512,0,1,3,20150424
2,0,1,0.450563,0.98186,0,0,0,3,20150424
2,0,0,0.235132,0.30172,0.256,1,1,3,20150424
2,1,1,0.704783,0.394615,0.128,1,1,3,20150424
2,0,0,0.862791,0.381841,0.512,1,1,3,20150424
2,1,1,0.853855,0.381631,0.512,1,1,3,20150424
2,0,0,0.766579,0.381653,0.512,0,1,3,20150424
2,0,0,0.112871,1.08838,0.128,0,1,3,20150424
2,0,1,0.050314,0.821719,0.032,1,0,3,20150424
2,1,1,0.537078,0.861853,0.256,1,1,3,20150424
2,0,1,0,0.675123,0.032,1,0,3,20150424
2,0,0,0.15185,0.421906,0.032,0,1,3,20150424
2,1,1,0.906714,0.781673,0.512,0,1,3,20150424
2,0,0,0.57967,0.435059,0.064,0,1,3,20150424
2,0,0,0.277344,0.382112,0.256,1,1,3,20150424
2,1,1,0,1.03515,0.128,1,1,3,20150424
2,0,0,0.535176,0.475023,0.256,1,1,3,20150424
2,1,1,0.491444,1.261758,0.256,0,1,3,20150424
2,0,0,0.187977,0.301785,0.512,0,1,3,20150424
2,1,1,0.748326,1.208344,0.128,0,1,3,20150424
2,0,0,0.717142,0.394976,0.064,0,1,3,20150424
2,1,1,0.898728,1.034992,0,1,1,3,20150424
2,0,0,0.371464,0.381769,0.064,0,1,3,20150424
2,1,1,0.514641,0.70179,0.128,0,1,3,20150424
2,1,1,0.935235,0.568362,0.256,1,1,3,20150424
2,1,1,0.009814,1.195142,0.064,0,1,3,20150424
2,1,1,0.80803,0.515096,0.512,0,1,3,20150424
2,0,0,0.050884,0.634897,0,0,1,3,20150424
2,1,1,0.852333,0.435072,0.512,0,1,3,20150424
2,0,0,0.035483,0.688463,0.128,1,1,3,20150424
2,0,0,0.563698,0.701743,0,1,1,3,20150424
2,0,1,0,1.821807,0.064,1,0,3,20150424
2,1,1,0.702692,0.55514,0.032,1,1,3,20150424
2,0,0,0.452464,0.181712,0.064,0,1,3,20150424
2,0,0,0.784072,0.621777,0.032,1,1,3,20150424
2,0,0,0.920594,0.435069,0.512,0,1,3,20150424
2,0,0,0.881615,0.541832,0.512,1,1,3,20150424
2,0,1,0.848911,0.541972,0.064,1,0,3,20150424
2,1,1,0.464063,1.115048,0.064,1,1,3,20150424
2,1,0,0.287801,0.461856,0,0,0,3,20150424
2,1,1,0,1.288305,0.064,1,1,3,20150424
2,1,0,0.080166,0.515084,0.128,0,0,3,20150424
2,0,0,0.590508,1.301737,0.256,0,1,3,20150424
2,1,1,0.073321,1.034975,0.032,1,1,3,20150424
2,1,1,0.903101,0.608398,0.128,1,1,3,20150424
2,0,0,0.171434,0.515141,0,0,1,3,20150424
2,0,0,0.166681,0.461765,0.032,0,1,3,20150424
2,0,1,0,0.941805,0.128,0,0,3,20150424
2,0,0,0.267836,0.7818,0.128,0,1,3,20150424
2,1,1,0.989996,0.928635,0.256,0,1,3,20150424
2,0,1,0.919644,0.581683,0.064,1,0,3,20150424
2,1,1,0.596212,0.728551,0,0,1,3,20150424
2,0,0,0.471289,0.475114,0,0,1,3,20150424
2,1,0,0.264224,0.715063,0.064,0,0,3,20150424
2,1,1,0.511789,1.22166,0.032,0,1,3,20150424
2,1,1,0.292745,1.86171,0.064,1,1,3,20150424
2,0,0,0.699079,0.621655,0.256,0,1,3,20150424
2,0,0,0.885418,0.341701,0.128,1,1,3,20150424
2,1,1,0.39276,1.480731,0.064,1,1,4,20150424
2,0,0,0.713149,0.394899,0.256,0,1,4,20150424
2,1,1,0.596782,0.448292,0.256,0,1,4,20150424
2,1,1,0.86089,0.488295,0.512,1,1,4,20150424
2,1,1,0.090054,2.728554,0.032,0,1,4,20150424
2,0,0,0.673029,0.434936,0,1,1,4,20150424
2,1,1,0.508176,0.728318,0.128,1,1,4,20150424
2,0,1,0.330013,0.781716,0,0,0,4,20150424
2,0,0,0.689382,0.36855,0.128,1,1,4,20150424
2,0,0,0.770382,0.528334,0.512,0,1,4,20150424
2,1,1,0.871348,0.40817,0.128,1,1,4,20150424
2,0,0,0,0.354962,0.128,0,1,4,20150424
2,1,0,0.816206,0.422385,0.256,0,0,4,20150424
2,1,0,0.503423,0.608218,0.128,1,0,4,20150424
2,0,0,0.702121,0.368451,0.128,1,1,4,20150424
2,0,1,0.104124,0.755144,0.128,0,0,4,20150424
2,0,0,0.614466,0.448367,0,0,1,4,20150424
2,1,1,0,0.435006,0.256,0,1,4,20150424
2,0,0,0.207942,0.368294,0,0,1,4,20150424
2,0,0,0.517683,0.408442,0.128,0,1,4,20150424
2,1,1,0.160406,0.528408,0,1,1,4,20150424
2,1,0,0.705354,0.354827,0.032,1,0,4,20150424
2,1,1,0,0.874831,0.128,0,1,4,20150424
2,1,0,0.303203,0.474978,0.032,0,0,4,20150424
2,1,0,0,1.994941,0.064,1,0,4,20150424
2,0,0,0.770002,1.034949,0.256,1,1,4,20150424
2,1,1,0.72703,0.795001,0.128,0,1,4,20150424
2,1,0,0.249393,0.901564,0.128,1,0,4,20150424
2,0,1,0.171434,0.621554,0.032,0,0,4,20150424
2,0,0,0.290844,0.434851,0,1,1,4,20150424
2,0,0,0.559895,0.528381,0.256,1,1,4,20150424
2,1,0,0.582902,0.620653,0,0,0,4,20150424
2,0,1,0.5405,1.075045,0,1,0,4,20150424
2,0,1,0.562747,1.20846,0.064,1,0,4,20150424
2,1,1,0.933904,0.875024,0.512,0,1,4,20150424
2,0,0,0.094047,1.514824,0.064,0,1,4,20150424
2,1,1,0.201857,2.888174,0.064,1,1,4,20150424
2,1,1,0.853855,0.821647,0.512,0,1,4,20150424
2,0,0,0.837122,0.421934,0.512,0,1,4,20150424
2,0,1,0.17904,1.408361,0.032,0,0,4,20150424
2,0,0,0.76772,0.354661,0.256,0,1,4,20150424
2,0,0,0.86051,0.380975,0.512,1,1,4,20150424
2,1,1,0.891503,0.368473,0.256,1,1,4,20150424
2,0,0,0.839214,0.302509,0.256,0,1,4,20150424
2,0,0,0.641466,0.421567,0.064,0,1,4,20150424
2,1,1,0.815066,0.381652,0.032,1,1,4,20150424
2,1,1,0.786734,0.581698,0.512,1,1,4,20150424
2,0,0,0.482127,0.355067,0.256,0,1,4,20150424
2,1,1,0.704213,1.034886,0.128,0,1,4,20150424
2,0,1,0.049934,0.688328,0,0,0,4,20150424
2,1,1,0.897777,0.90167,0.032,1,1,4,20150424
2,0,0,0.092145,0.568262,0,1,1,4,20150424
2,0,1,0.320696,0.688457,0.064,1,0,4,20150424
2,1,0,0.499239,0.448361,0,1,0,4,20150424
2,0,0,0.731593,0.474829,0.512,1,1,4,20150424
2,0,0,0.176378,0.501665,0.032,0,1,4,20150424
2,1,0,0.600205,1.301607,0.064,0,0,4,20150424
2,1,1,0.884277,0.808218,0.512,1,1,4,20150424
2,0,0,0.274111,0.4083,0.128,0,1,4,20150424
2,0,0,0.146716,0.861806,0.064,0,1,4,20150424
2,0,0,0.372985,0.648449,0.032,1,1,4,20150424
2,1,0,0.565219,0.581506,0,0,0,4,20150424
2,0,1,0.045941,0.741588,0.032,1,0,4,20150424
2,1,1,0.993419,1.22165,0.512,0,1,4,20150424
2,1,1,0.708586,0.3951,0.512,1,1,4,20150424
2,1,1,0.944172,0.368221,0.256,1,1,4,20150424
2,1,1,0.022933,0.620186,0,1,1,4,20150424
2,1,1,0.96794,0.968274,0.512,0,1,4,20150424
2,1,1,0,0.448344,0.032,0,1,4,20150424
2,0,0,0.132265,0.514927,0.032,0,1,4,20150424
2,1,0,0.332865,0.781574,0,1,0,4,20150424
2,1,1,0.175808,0.568206,0.256,0,1,4,20150424
2,1,1,0.436492,2.074922,0.064,1,1,4,20150424
2,0,1,0.596592,0.80833,0.064,0,0,4,20150424
2,1,0,0.390668,0.408267,0.064,0,0,4,20150424
2,0,0,0.771523,0.555043,0.256,1,1,4,20150424
2,1,0,0.56712,0.675053,0.064,0,0,4,20150424
2,0,0,0.693184,0.435116,0.064,1,1,4,20150424
2,1,1,0.715811,0.942119,0.128,0,1,4,20150424
2,0,0,0.189688,0.648218,0.256,1,1,4,20150424
2,0,0,0.542021,0.716125,0.032,1,1,4,20150424
2,1,1,0,0.54177,0.256,1,1,4,20150424
2,0,0,0.662572,0.648515,0.512,1,1,4,20150424
2,1,1,0.826664,0.701697,0.256,1,1,4,20150424
2,0,1,0.335527,1.474936,0.064,1,0,4,20150424
2,0,0,0.762586,0.434981,0.128,1,1,4,20150424
2,1,0,0.462732,0.501619,0.064,0,0,4,20150424
2,0,0,0.801375,0.528384,0.512,0,1,4,20150424
2,1,0,0.663522,0.436037,0,0,0,4,20150424
2,1,0,0.189498,0.47492,0.032,1,0,4,20150424
2,1,0,0.092145,0.621659,0,0,0,4,20150424
2,0,0,0.693945,0.421562,0.512,0,1,4,20150424
2,0,1,0,1.688256,0.032,1,0,4,20150424
2,1,0,0.265365,0.394942,0.032,0,0,4,20150424
2,0,0,0.746044,0.314969,0.512,1,1,4,20150424
2,0,0,0.443718,0.541625,0.128,1,1,4,20150424
2,0,0,0.854425,0.481318,0.064,1,1,5,20150424
2,0,0,0.278294,0.394904,0.512,0,1,5,20150424
2,0,0,0.653635,0.942189,0.128,1,1,5,20150424
2,1,0,0.108878,2.501485,0.064,0,0,5,20150424
2,1,1,0.975736,0.648227,0.512,0,1,5,20150424
2,1,0,0.468436,1.187343,0.064,1,0,5,20150424
2,0,1,0,2.221465,0.064,0,0,5,20150424
2,1,1,0.939799,0.581897,0.256,0,1,5,20150424
2,1,1,0.396373,1.261532,0.128,0,1,5,20150424
2,0,0,0.233801,0.50164,0.032,1,1,5,20150424
2,0,0,0.226005,2.741454,0,0,1,5,20150424
2,0,0,0.730262,0.568595,0.512,0,1,5,20150424
2,0,0,0.418429,1.98151,0.128,0,1,5,20150424
2,0,0,0.747945,1.047895,0.512,1,1,5,20150424
2,0,0,0.83389,0.435017,0.512,1,1,5,20150424
2,0,0,0.693755,0.501504,0.256,1,1,5,20150424
2,0,0,0.550388,0.635038,0.032,0,1,5,20150424
2,0,0,0.154322,2.621489,0,0,1,5,20150424
2,0,0,0.573965,0.808254,0.032,1,1,5,20150424
2,0,0,0.724558,0.634886,0.064,1,1,5,20150424
2,1,1,0.905953,0.60837,0.512,0,1,5,20150424
2,1,1,0.04575,0.728363,0.032,0,1,5,20150424
2,1,1,0.454936,2.208505,0.032,1,1,5,20150424
2,1,1,0.515402,0.634875,0.064,1,1,5,20150424
2,1,1,0.438774,0.648358,0,0,1,5,20150424
2,0,0,0.149568,1.528255,0.032,0,1,5,20150424
2,0,1,0.021412,0.728296,0,1,0,5,20150424
2,0,0,0.061532,0.608309,0.128,1,1,5,20150424
2,1,1,0.804798,0.488246,0.256,0,1,5,20150424
2,0,0,0.189118,0.514993,0.032,1,1,5,20150424
2,1,0,0.357203,0.422045,0.032,0,0,5,20150424
2,0,1,0.019321,1.193256,0.256,0,0,5,20150424
2,0,0,0.119145,0.528259,0.032,0,1,5,20150424
2,1,1,0,1.608313,0,1,1,5,20150424
2,1,1,0.602677,0.688086,0.032,1,1,5,20150424
2,1,0,0.168582,0.515089,0.032,0,0,5,20150424
2,1,1,0.771143,0.862413,0.256,1,1,5,20150424
2,1,0,0.324119,0.501719,0,1,0,5,20150424
2,0,1,0.951778,1.821665,0.256,0,0,5,20150424
2,0,1,0.563888,2.14147,0.064,0,0,5,20150424
2,1,1,0.884277,0.648265,0.256,0,1,5,20150424
2,1,0,0.253956,0.781584,0,0,0,5,20150424
2,1,1,0.976116,1.288185,0.128,0,1,5,20150424
2,1,0,0.152991,0.35493,0.128,1,0,5,20150424
2,0,0,0.577008,0.475136,0.256,1,1,5,20150424
2,0,0,0.16497,0.421517,0,1,1,5,20150424
2,0,0,0.910517,0.861855,0.512,0,1,5,20150424
2,1,1,0.886369,0.808422,0.256,1,1,5,20150424
2,0,1,0,0.675122,0,1,0,5,20150424
2,0,0,0.054687,0.47493,0.064,1,1,5,20150424
2,1,1,0.939989,0.87498,0.512,0,1,5,20150424
2,0,0,0.088723,0.56833,0,1,1,5,20150424
2,1,0,0.130934,1.221671,0.128,1,0,5,20150424
2,0,0,0.060011,0.741418,0.256,0,1,5,20150424
