Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Excluded_subj
15,2,2,5,1.167,0.551,0
15,1,1,7,1.083,1.95,0
15,2,2,8,1.183,1.2,0
15,1,1,8,1.467,1.75,0
15,1,1,9,1.2,2.75,0
15,1,1,7,1.5,1.284,0
15,1,1,3,1.167,1.3,0
15,1,2,7,1.317,1.934,0
15,2,1,5,1.2,1.467,0
15,2,2,7,1.1,1.934,0
15,1,2,6,1.067,1.3,0
15,1,1,7,1.033,2.434,0
15,1,1,7,1.3,1.4,0
15,1,NaN,NaN,NaN,NaN,0
15,1,2,6,1.083,0.917,0
15,2,2,8,1.117,2.134,0
15,1,2,6,1.15,1.434,0
15,1,2,3,1.15,0.967,0
15,2,2,NaN,1.15,NaN,0
15,2,2,7,1.183,0.967,0
15,2,2,7,1.167,0.834,0
15,1,1,6,1.5,0.867,0
15,1,1,6,1.2,0.851,0
15,1,2,6,1.15,1.284,0
15,1,2,7,1.183,1.401,0
15,1,2,4,1.117,1.334,0
15,2,2,8,1.033,1.867,0
15,1,2,5,1.117,1.217,0
15,1,2,3,1.2,1.217,0
15,2,2,8,1.133,1.284,0
15,1,1,8,1.2,1.384,0
15,1,1,7,1.133,2,0
15,2,2,5,1.1,0.534,0
15,1,1,7,1.15,2.35,0
15,2,2,7,1.3,2.1,0
15,2,2,6,1.033,1.817,0
15,1,1,6,1,1.15,0
15,2,2,6,1.05,1.367,0
15,2,2,7,1.083,1.884,0
15,2,2,5,1.333,1,0
15,2,2,7,1.017,1.6,0
15,2,2,8,1.267,1.017,0
15,2,2,8,1.15,0.85,0
15,1,1,6,1.167,1.434,0
15,2,2,7,1.283,1.234,0
15,2,2,8,1.15,1.8,0
15,2,2,7,1.167,2.717,0
15,1,1,6,1.083,1.367,0
15,1,1,8,1.083,0.717,0
15,2,2,6,1.1,1.184,0
15,2,2,6,1.083,1.984,0
15,1,1,2,1.217,1.917,0
15,2,2,9,1.033,1.017,0
15,2,2,5,1.167,1.3,0
15,2,2,6,1.167,0.75,0
15,1,1,8,1.367,0.667,0
15,2,2,6,1.067,1.284,0
15,1,1,5,1.133,1.5,0
15,2,2,7,1.083,1.484,0
15,1,1,6,1.017,0.884,0
15,2,2,6,0.983,1.55,0
15,2,2,7,1.2,0.75,0
15,2,2,3,1.2,0.667,0
15,1,1,6,1.167,0.967,0
15,1,2,6,1.317,0.884,0
15,1,1,6,1.067,0.717,0
15,2,2,6,1.1,1.267,0
15,1,1,6,0.967,1.9,0
15,2,2,6,1.25,0.934,0
15,2,1,7,1.1,1.284,0
15,1,1,5,1.167,1.767,0
15,2,2,7,1.017,1.634,0
15,1,1,5,1.367,1.267,0
15,1,1,8,1,0.867,0
15,2,2,7,1.25,1.5,0
15,2,2,6,1.133,1.65,0
15,1,1,9,1.217,0.884,0
15,2,2,8,1.417,0.7,0
15,2,1,7,1.333,1.267,0
15,2,2,6,1.15,1.482,0
15,1,1,4,1.033,1.1,0
15,1,1,7,1.283,1.067,0
15,2,2,6,1.05,1.384,0
15,1,1,8,0.95,1.884,0
15,2,2,4,1.183,1.167,0
15,2,2,6,1.017,1.667,0
15,2,2,5,0.9,1.8,0
15,1,2,NaN,1.033,NaN,0
15,2,2,6,1.15,1.134,0
15,2,1,4,1.1,1.034,0
15,2,2,6,0.933,1.067,0
15,1,2,2,0.967,2.367,0
15,2,2,7,1.133,0.984,0
15,2,1,7,1.183,0.884,0
15,1,2,NaN,1.067,NaN,0
15,1,1,8,1.15,2.2,0
15,1,1,5,1.367,1.7,0
15,2,2,4,1.117,1.734,0
15,1,1,8,1,2.134,0
15,2,1,7,1.167,1.167,0
15,1,2,4,1.183,1.45,0
15,1,2,5,1.283,2.284,0
15,1,2,7,1.183,1.517,0
15,1,1,7,1.1,1.8,0
15,1,2,4,1.4,0.7,0
15,1,2,6,1.25,0.85,0
15,2,2,7,1.2,1.167,0
15,1,2,3,1.25,1.767,0
15,1,1,7,1.117,0.95,0
15,2,2,6,1.25,1.5,0
15,1,1,4,0.883,1.717,0
15,2,2,6,1.05,0.734,0
15,1,1,7,1,1.567,0
15,2,2,8,1.017,0.85,0
15,2,2,6,1.35,0.767,0
15,1,2,6,1.067,1.6,0
15,1,2,3,0.9,1.634,0
15,1,1,5,1.083,1.434,0
15,2,2,7,1.45,1.95,0
15,1,NaN,NaN,NaN,NaN,0
15,2,2,6,0.8,1.05,0
15,1,1,3,1.067,0.384,0
15,2,1,5,1.217,1.184,0
15,1,2,NaN,1.067,NaN,0
15,2,2,8,1.117,0.934,0
15,1,1,9,1.283,0.651,0
15,2,2,8,1.117,1.817,0
15,1,1,1,0.967,0.434,0
15,2,2,6,1.217,1.867,0
15,1,2,7,1.267,1.15,0
15,2,1,5,1.033,1.85,0
15,2,2,9,1.167,1.467,0
15,1,1,7,1.25,0.867,0
15,2,2,9,1.233,1.834,0
15,1,1,8,1.317,0.884,0
15,2,2,5,1.15,1,0
15,1,2,4,1.283,1.084,0
15,1,1,4,1.1,2.617,0
15,2,1,2,1.1,1.117,0
15,2,2,3,1.233,1.617,0
15,2,2,4,1.3,0.934,0
15,1,1,2,1.033,0.95,0
15,2,2,4,1.05,1.55,0
15,2,2,3,1.133,1.6,0
15,2,1,2,1.217,1,0
15,1,1,5,1.167,1.017,0
15,1,2,6,1.2,2.167,0
15,1,1,7,1.05,1.7,0
15,2,2,7,1.267,1.517,0
15,2,2,7,1.05,2.217,0
15,1,2,NaN,1.3,NaN,0
15,2,2,4,1.15,1.534,0
15,1,1,6,1.15,1.267,0
15,1,1,4,1.1,1.3,0
15,2,2,3,1.083,1.934,0
15,2,2,2,1.267,1.017,0
15,2,2,7,1.167,2.65,0
15,1,2,5,1.45,1.65,0
15,2,1,2,1.317,2.25,0
15,1,2,4,1.25,1.15,0
15,2,2,8,1.234,1.75,0
15,1,1,3,1.3,1.4,0
15,2,2,3,1.117,1.717,0
15,1,1,4,1.25,1.8,0
15,1,1,4,1.417,1.334,0
15,1,1,4,1.167,1.067,0
15,1,1,4,1.15,1.467,0
15,1,1,7,1.133,2.234,0
15,2,2,6,0.933,1.334,0
15,2,2,4,1.183,1.15,0
15,1,2,5,1.1,1.05,0
15,1,1,6,0.983,1.817,0
15,1,2,5,1.033,1.317,0
15,1,1,6,0.867,0.9,0
15,1,2,4,1.317,1.3,0
15,2,2,9,0.833,2.2,0
15,1,1,9,1.233,1.784,0
15,1,1,3,1.35,1.334,0
15,2,1,6,1.1,1.55,0
15,2,2,7,1.117,1.234,0
15,2,2,6,1.167,0.967,0
15,1,1,8,0.933,1.151,0
15,1,2,4,1.15,2.218,0
15,1,1,8,0.85,1.784,0
15,1,2,7,1.133,1.217,0
15,1,2,6,1.2,0.884,0
15,2,2,5,0.95,1.434,0
15,1,1,3,0.917,1.184,0
15,1,2,3,1.367,0.884,0
15,2,2,6,1.117,1.251,0
15,1,2,2,1.117,1.35,0
16,1,2,4,0.983,1.65,1
16,2,2,6,1.25,1.95,1
16,1,1,5,1.467,1.467,1
16,2,2,3,1.183,1.134,1
16,2,2,4,1.333,1.2,1
16,1,1,5,1.383,2.1,1
16,2,2,6,1.033,1.417,1
16,2,2,2,1.167,1.184,1
16,2,NaN,NaN,NaN,NaN,1
16,2,NaN,NaN,NaN,NaN,1
16,2,2,5,0.867,0.967,1
16,2,1,4,1.117,1.684,1
16,1,2,4,1.033,1.667,1
16,2,2,5,1.217,0.817,1
16,2,2,6,1.2,1.717,1
16,2,1,5,1.183,1.617,1
16,1,NaN,NaN,NaN,NaN,1
16,1,2,2,1.1,2.567,1
16,2,2,7,1.117,2,1
16,2,2,6,0.933,1.417,1
16,1,2,5,1.25,1.367,1
16,2,1,6,1.283,1.617,1
16,2,2,3,1.383,2.467,1
16,2,1,6,1.35,1.484,1
16,1,1,6,1.033,1.9,1
16,2,1,6,1.1,1.034,1
16,1,1,7,1.183,2.134,1
16,2,1,6,1.15,1.317,1
16,1,1,7,1.25,1.05,1
16,2,NaN,NaN,NaN,NaN,1
16,2,1,5,1.417,1.317,1
16,2,2,3,1.017,0.684,1
16,1,2,6,1.133,1.35,1
16,1,NaN,NaN,NaN,NaN,1
16,1,1,6,1.417,1.034,1
16,2,NaN,NaN,NaN,NaN,1
16,1,2,4,1.1,2.634,1
16,2,2,4,1.35,1.9,1
16,2,2,4,1.333,1.317,1
16,1,1,6,1.017,1.284,1
16,2,2,6,1.267,1.717,1
16,1,2,2,1.267,1.667,1
16,1,2,6,1.483,1.434,1
16,2,2,7,1.2,1.367,1
16,2,2,7,1.2,1.534,1
16,1,2,6,1.183,1.484,1
16,2,2,3,1.483,2.134,1
16,2,1,4,1.317,1.034,1
16,2,2,6,1.15,1.217,1
16,1,2,6,1.283,1.934,1
16,1,1,1,1.133,2.384,1
16,2,2,6,1.017,1.434,1
16,1,2,6,1.217,1.9,1
16,2,2,6,1.133,1.234,1
16,2,2,7,0.883,1.634,1
16,2,1,5,1.1,1.317,1
16,1,2,6,1,1.25,1
16,2,2,6,1.267,0.9,1
16,2,2,6,1.183,1.034,1
16,2,2,2,1.25,1.1,1
16,1,2,4,1.35,0.984,1
16,2,2,7,1.283,0.784,1
16,2,2,4,1.167,1.467,1
16,1,2,8,1.483,2.417,1
16,1,2,6,1.15,1.717,1
16,1,1,5,1.35,1.717,1
16,2,2,5,1.15,1.75,1
16,1,1,5,1.033,1.467,1
16,2,2,5,1.05,2.05,1
16,1,1,4,1.05,1,1
16,1,2,5,1.467,1.55,1
16,1,2,5,1.05,1.384,1
16,1,1,5,1.05,1.2,1
16,1,2,6,1.067,1.367,1
16,1,2,7,1.1,1.184,1
16,2,2,7,1.033,1.134,1
16,1,1,1,1.433,2.567,1
16,1,2,3,1.017,1.634,1
16,2,2,5,1.183,2.25,1
16,1,2,5,0.883,2.184,1
16,2,2,5,0.95,1.467,1
16,1,2,5,1.167,0.817,1
16,2,2,6,1.067,2.15,1
16,2,2,6,0.767,1.084,1
16,1,2,4,0.983,1.684,1
16,1,2,4,1.067,2.267,1
16,1,1,4,1.45,1.65,1
16,2,2,4,0.95,1.5,1
16,1,1,5,1.35,1.45,1
16,2,1,5,1.167,1.234,1
16,1,2,6,1.117,1.284,1
16,2,2,4,1.067,1.8,1
16,1,2,6,0.933,2.484,1
16,2,2,5,1.133,1.367,1
16,1,1,5,1.067,2.117,1
16,2,2,5,1.033,1.7,1
16,1,2,3,0.65,1.267,1
16,2,2,5,1.133,1.067,1
16,1,1,5,0.95,1.817,1
16,2,2,5,1.283,2.317,1
16,2,1,4,1.367,1.1,1
16,1,1,4,1.017,1.567,1
16,2,NaN,NaN,NaN,NaN,1
16,1,1,5,0.917,1.25,1
16,2,2,6,1.15,0.817,1
16,1,1,6,1,1.45,1
16,1,1,6,1.167,1.567,1
16,2,NaN,NaN,NaN,NaN,1
16,2,2,5,0.95,1.6,1
16,2,2,6,0.75,1.251,1
16,1,2,6,0.9,1.667,1
16,2,2,6,0.95,1.117,1
16,2,2,6,1.117,2.084,1
16,2,2,6,1.033,1.684,1
16,1,2,5,1.05,2.2,1
16,1,2,4,0.867,2.15,1
16,1,1,7,0.967,2.017,1
16,2,2,6,0.833,0.917,1
16,2,2,5,0.95,1.684,1
16,1,1,6,0.95,1.217,1
16,2,2,6,1.283,1.05,1
16,1,1,6,1.017,2.25,1
16,1,1,8,1.25,1.417,1
16,2,1,7,1.1,1.4,1
16,2,1,7,0.967,1.967,1
16,2,1,6,1.067,1.567,1
16,1,1,6,1.183,1.284,1
16,2,1,6,1.067,1.75,1
16,1,1,4,1,2.117,1
16,2,1,2,0.567,1.334,1
16,1,1,6,1.033,2.167,1
16,2,2,2,1.2,1.6,1
16,1,1,2,1,1.05,1
16,1,2,6,1.4,1.3,1
16,1,2,4,1.067,1.283,1
16,1,1,5,1.267,1.267,1
16,1,2,2,1.067,2.434,1
16,2,2,5,1.183,1.484,1
16,2,2,5,1.2,1.584,1
16,1,2,5,1.133,1.517,1
16,1,2,3,1.367,1.75,1
16,1,2,3,1.4,1.6,1
16,1,2,4,0.933,1.167,1
16,1,1,4,0.85,1.384,1
16,2,2,4,1,1.517,1
16,1,1,4,0.9,1.05,1
16,1,1,3,1.167,1.6,1
16,2,2,5,1.133,1.267,1
16,2,2,7,1.183,1.234,1
16,2,2,5,0.867,1.234,1
16,1,2,5,1.167,0.9,1
16,1,1,5,1.133,1.584,1
16,1,1,3,1.35,1.5,1
16,1,2,6,0.95,1.067,1
16,1,2,6,0.85,1.467,1
16,2,2,4,1.083,1.134,1
16,1,1,4,1.083,1.45,1
16,1,2,5,1.1,2.184,1
16,2,2,4,1.25,1.684,1
16,1,1,4,0.983,1.184,1
16,1,2,6,0.95,1.85,1
16,2,1,4,1.1,1.5,1
16,1,2,6,0.95,1.517,1
16,2,2,4,1.15,1.634,1
16,2,2,6,1.05,2.984,1
16,1,2,5,1.05,1.817,1
16,2,2,2,1.117,0.7,1
16,2,2,6,0.983,1.55,1
16,2,1,2,1.267,1.084,1
16,2,2,3,0.883,0.95,1
16,2,2,4,1.067,1.267,1
16,2,1,4,1.1,1.667,1
16,1,2,4,1.1,1.284,1
16,2,1,4,1.483,0.967,1
16,2,2,4,0.933,1.317,1
16,2,2,4,1.2,1.3,1
16,1,1,3,0.9,1.717,1
16,1,1,5,1.217,1.684,1
16,2,2,4,1.283,1,1
16,2,2,3,1.383,0.717,1
16,1,2,6,1.05,1.134,1
16,2,2,5,1.1,1.534,1
16,2,1,4,0.983,1.867,1
16,2,1,6,1.05,0.917,1
16,1,1,5,0.983,1.734,1
16,2,2,6,1.15,1.1,1
16,1,1,5,1.133,1.067,1
16,2,1,6,0.983,1.4,1
16,1,2,3,1.1,1.667,1
16,2,1,2,1.3,1.317,1
16,2,2,4,1.05,1.384,1
16,2,2,6,1.017,1.184,1
16,1,2,6,1.15,1.334,1
16,1,2,3,1.133,1.75,1
16,1,2,6,1.15,0.784,1
16,2,2,7,1.217,2.184,1
16,1,1,6,1,1.834,1
16,2,2,6,1.017,1.034,1
16,2,2,5,1.083,1.65,1
16,1,1,5,0.983,1.867,1
16,2,1,6,1.15,1.45,1
16,1,1,7,0.967,1.584,1
16,1,1,5,1.233,1.484,1
16,2,1,5,1.017,1.2,1
16,2,2,6,1.033,1.117,1
16,1,1,6,1.1,1.534,1
16,2,1,6,1.217,1.534,1
16,2,2,6,0.983,0.917,1
16,2,1,6,1.15,1.317,1
16,1,1,5,1.05,1.467,1
16,1,2,5,1.2,1.85,1
16,2,1,6,0.933,0.867,1
16,1,2,5,1.117,2.1,1
16,2,2,6,1.2,1.267,1
16,2,2,6,0.9,1.084,1
16,2,2,5,0.9,1.65,1
16,1,2,6,0.917,1.217,1
16,2,2,4,1.15,1.8,1
16,2,2,2,1.117,1.134,1
16,2,2,4,1.167,0.967,1
16,1,2,4,1.333,1.017,1
16,2,2,3,1.1,1.267,1
16,2,2,5,1.133,1.3,1
16,1,1,3,0.85,1.117,1
16,1,2,2,0.883,0.75,1
16,1,1,6,0.917,2.734,1
16,2,2,3,1.033,1.05,1
16,1,2,5,1.133,1.434,1
16,2,2,6,0.95,1.284,1
16,1,2,4,0.85,0.9,1
16,1,2,5,1.133,1.267,1
16,1,2,5,0.783,1.501,1
16,1,2,3,0.983,0.834,1
16,1,2,6,0.983,1.267,1
16,1,2,5,0.9,1.15,1
16,2,2,5,1.117,1.9,1
16,1,1,1,1.25,2.084,1
16,1,2,2,1.25,2.184,1
16,2,2,4,1.283,1.417,1
16,1,2,4,0.8,1.967,1
16,2,2,5,1.05,1.067,1
16,1,2,6,1.3,1.217,1
16,2,2,3,1.067,1.85,1
16,2,2,5,0.95,1.367,1
16,1,1,1,1.317,1.617,1
16,1,1,6,1.233,1.384,1
16,1,1,5,1.05,1.45,1
16,2,2,5,0.783,1.634,1
16,1,1,6,0.867,1.584,1
16,2,1,6,0.9,1.017,1
16,1,1,6,0.867,1.3,1
16,2,2,5,0.983,0.984,1
16,1,1,5,1.083,1.717,1
16,2,2,3,1.283,1.4,1
16,1,1,4,0.95,1.567,1
16,2,2,6,0.9,1.284,1
16,1,2,4,1.05,1.467,1
16,2,1,4,0.983,1.134,1
16,1,1,5,1.267,1.434,1
16,2,2,2,0.95,1.234,1
16,2,2,6,1.1,1.567,1
16,1,1,6,1.15,1.517,1
16,2,2,4,1.45,1.284,1
16,1,1,5,1.033,1.2,1
16,2,2,6,0.967,0.634,1
16,1,2,4,1.15,1.4,1
16,1,2,6,1.1,1.367,1
16,2,2,4,1.017,1.684,1
16,2,2,2,0.933,0.8,1
16,2,2,4,0.833,0.767,1
16,1,1,3,0.783,1.1,1
16,2,2,4,1.3,0.9,1
16,2,2,4,1,1.084,1
16,2,2,6,0.933,1.6,1
16,1,1,5,0.8,0.684,1
16,1,1,4,1.133,1.734,1
16,1,2,3,1.15,0.967,1
16,2,2,6,0.983,1.667,1
16,2,2,4,1.017,1.6,1
16,1,2,6,1.05,1.834,1
16,2,2,5,1.05,1.35,1
16,1,1,6,0.967,1.85,1
16,1,1,4,1.35,1.1,1
16,2,1,4,0.967,2.167,1
16,2,1,4,1.233,1.6,1
16,2,1,4,1.033,1.567,1
16,1,2,2,1.35,2.134,1
16,2,1,5,0.933,1.8,1
16,1,1,4,0.883,1.234,1
16,2,1,4,1.167,0.917,1
16,1,1,5,0.867,1.5,1
16,2,1,5,0.95,1.5,1
16,1,1,4,1.133,1.117,1
16,1,1,5,1.033,1.067,1
16,1,1,6,1.133,1.084,1
16,1,1,2,1.367,1.85,1
16,1,2,6,0.967,2.067,1
16,2,2,4,1.133,1.784,1
16,2,2,4,0.967,1.134,1
16,1,1,4,0.983,0.984,1
16,1,1,5,0.967,1.534,1
16,1,2,4,0.967,1.001,1
16,1,1,6,1,1.201,1
16,1,1,5,1.2,1.4,1
16,2,2,7,0.867,1.717,1
16,1,2,6,1.183,1.834,1
16,1,2,5,1.133,0.7,1
16,2,2,6,0.917,1.7,1
16,2,2,5,0.867,1.684,1
16,2,2,5,0.883,1.384,1
16,1,2,7,0.833,1.834,1
16,1,2,5,0.983,0.967,1
16,1,2,6,0.783,1.517,1
16,1,2,1,1.017,1.9,1
16,1,1,3,1.217,1.634,1
16,2,2,5,1.183,1.084,1
16,1,2,7,1.233,1.8,1
16,1,2,6,1.333,1.55,1
16,2,1,4,1.267,1.734,1
16,1,1,8,1.217,1.834,1
17,1,1,2,1.05,1.334,0
17,2,2,5,1.167,1,0
17,1,1,5,1.017,1.951,0
17,2,2,5,1.1,1.6,0
17,2,2,4,1.1,1.584,0
17,1,2,5,1.25,1.6,0
17,2,2,5,1.5,1.517,0
17,2,2,3,1.1,1.267,0
17,2,1,4,1.133,1.667,0
17,2,2,5,1.4,1.867,0
17,2,1,NaN,1.183,NaN,0
17,2,2,6,1.067,1.434,0
17,1,2,2,1.25,1.65,0
17,2,NaN,NaN,NaN,NaN,0
17,2,2,3,1.15,0.801,0
17,2,2,4,1.433,1.867,0
17,1,1,5,1.15,1.5,0
17,1,2,3,1.384,1.8,0
17,2,2,4,1.35,1.284,0
17,2,2,7,1.1,1.767,0
17,1,1,6,1.117,1.467,0
17,2,2,6,1.467,1.234,0
17,2,2,4,1.067,1.884,0
17,2,1,1,1.467,2.584,0
17,1,2,2,1.283,2.484,0
17,2,1,3,1.233,2.034,0
17,1,NaN,NaN,NaN,NaN,0
17,2,2,6,0.9,1.717,0
17,1,2,5,1.1,1.35,0
17,2,2,7,0.933,2.034,0
17,2,2,5,1.2,1.65,0
17,2,2,5,1.3,1.3,0
17,1,2,3,1.317,1.217,0
17,1,1,4,0.983,1.684,0
17,1,2,3,1.25,1.384,0
17,2,2,6,1.117,1.834,0
17,1,1,6,1.167,1.934,0
17,2,2,5,1.333,1.017,0
17,2,NaN,NaN,NaN,NaN,0
17,1,2,3,1.017,1.2,0
17,2,2,3,1.367,2.667,0
17,1,1,4,1.183,1.55,0
17,1,1,3,1.083,2.134,0
17,2,1,3,1.467,1.034,0
17,2,2,3,0.95,1.434,0
17,1,1,3,1.233,2.45,0
17,2,2,5,1.267,1.584,0
17,2,2,4,1.217,1.334,0
17,2,NaN,NaN,NaN,NaN,0
17,1,2,2,0.883,0.767,0
17,1,1,3,1.45,2.167,0
17,2,2,7,1.167,1.167,0
17,1,1,6,1.433,1.65,0
17,2,2,6,1.083,1.734,0
17,2,2,5,0.8,1.334,0
17,2,2,5,1.35,1.434,0
17,1,2,2,1.233,0.934,0
17,2,1,3,1.417,1.567,0
17,2,2,4,1.267,1,0
17,2,2,4,1.3,1.25,0
17,1,1,6,1.233,1.167,0
17,2,2,7,1.167,1.55,0
17,2,NaN,NaN,NaN,NaN,0
17,1,1,6,0.817,2.184,0
17,1,1,6,0.9,1.634,0
17,1,NaN,NaN,NaN,NaN,0
17,2,2,3,1.05,1.417,0
17,1,1,4,0.967,0.917,0
17,2,2,5,1.083,1.5,0
17,1,1,5,0.967,0.867,0
17,1,1,4,0.983,1.417,0
17,1,1,4,1.333,1.167,0
17,1,1,5,1.1,1.25,0
17,1,1,6,0.967,1.45,0
17,1,2,5,1,1.1,0
17,2,2,6,1.05,1.584,0
17,1,1,5,1.083,1.6,0
17,1,2,5,1.483,1.284,0
17,2,2,5,1,1.75,0
17,1,1,2,1.117,1.934,0
17,2,2,2,1.15,1.534,0
17,1,1,5,1.317,0.617,0
17,2,2,3,0.983,2.017,0
17,2,2,5,1.25,1.45,0
17,1,2,2,1.333,0.867,0
17,1,1,2,1.2,1.817,0
17,1,1,1,1.167,1.134,0
17,2,2,4,1.283,1.417,0
17,1,2,5,1.4,1.734,0
17,2,2,4,1.133,2.1,0
17,1,1,1,1.417,1.65,0
17,2,2,7,0.95,1.484,0
17,1,NaN,NaN,NaN,NaN,0
17,2,2,4,1.05,1.334,0
17,1,1,5,1.083,1.567,0
17,2,2,4,1.45,1.6,0
17,1,1,1,1,1.184,0
17,2,2,2,1.233,1.25,0
17,1,2,2,1,2.55,0
17,2,2,7,1.167,1.9,0
17,2,2,7,1.3,1.067,0
17,1,2,5,1.133,1.534,0
17,2,NaN,NaN,NaN,NaN,0
17,1,1,4,1.4,1.4,0
17,2,2,5,1.133,1.35,0
17,1,2,4,1.117,1.034,0
17,1,2,5,1.067,2.434,0
17,2,2,4,1.233,1.767,0
17,2,2,3,1.2,1.217,0
17,2,1,2,0.883,1.067,0
17,1,2,3,1.233,1.15,0
17,2,2,3,1.3,1.917,0
17,2,2,3,1.367,1.6,0
17,2,2,4,1.25,1.384,0
17,1,1,3,1.133,1.3,0
17,1,2,3,1.267,2.184,0
17,1,2,4,1.4,1.484,0
17,2,2,3,1.1,1.034,0
17,2,2,4,1.25,1.5,0
17,1,2,4,1.217,1.017,0
17,2,2,4,1.417,1.584,0
17,1,1,3,1.083,2.15,0
17,1,2,3,1.35,1.234,0
17,2,2,4,1.283,1.85,0
17,2,2,5,1.267,1.367,0
17,2,2,4,1.15,1.75,0
17,1,2,5,1.467,1.417,0
17,2,2,5,0.967,2.067,0
17,1,2,5,1.367,1.45,0
17,2,1,5,1.183,0.901,0
17,1,NaN,NaN,NaN,NaN,0
17,2,2,6,1.133,1.217,0
17,1,NaN,NaN,NaN,NaN,0
17,1,2,1,0.9,1.35,0
17,1,1,3,1.1,1.017,0
17,1,2,4,1.067,1.934,0
17,1,1,4,1.317,1.984,0
17,2,2,5,1,1.967,0
17,2,2,4,1.1,1.267,0
17,1,1,5,1.033,0.9,0
17,1,2,3,1.167,1.25,0
17,1,2,3,1.017,1.117,0
17,1,1,6,1.033,1.184,0
17,1,1,6,1.2,1.084,0
17,2,2,5,1.217,1.85,0
17,1,1,4,1.1,1.384,0
17,1,2,6,1.15,1.501,0
17,2,2,5,1.1,0.917,0
17,2,2,6,1.033,1.984,0
17,2,2,6,1.283,1.084,0
17,1,1,4,1.017,1.084,0
17,1,1,6,1.133,1.117,0
17,1,1,6,0.983,1.75,0
17,1,1,7,1.217,1.134,0
17,1,1,5,1.233,2.134,0
17,2,2,4,1.267,1.3,0
17,1,1,4,1.4,1.534,0
17,1,2,1,1.25,0.8,0
17,2,2,5,1.15,1.617,0
17,1,2,5,1.467,0.951,0
17,1,2,5,1,1.984,0
17,2,2,6,1.033,1.234,0
17,1,1,4,1.2,1.6,0
17,2,2,4,1.083,1.567,0
17,2,2,5,1.2,1.65,0
17,1,1,5,1.383,1.5,0
17,2,2,5,1.333,1.134,0
17,2,2,5,1.15,1.467,0
17,2,2,6,1.15,1.234,0
17,2,2,3,1.25,1.25,0
17,2,2,4,1.167,1.4,0
17,2,1,3,1.133,1.617,0
17,1,2,5,1.083,0.967,0
17,2,2,5,1.183,0.967,0
17,2,2,5,0.983,1.35,0
17,2,2,5,1.267,1.8,0
17,1,2,5,1.167,1.167,0
17,1,1,6,1.283,1.217,0
17,2,2,5,1.45,1.517,0
17,2,2,5,1.067,1.334,0
17,1,1,6,0.967,1.15,0
17,2,2,6,0.933,1.334,0
17,2,2,5,1.133,1.634,0
17,2,2,5,1.083,1.734,0
17,1,1,4,1.25,1.9,0
17,2,1,4,1.167,1.534,0
17,1,2,4,1.133,1.417,0
17,2,2,5,1.15,1.784,0
17,1,1,5,1.2,1.567,0
17,2,2,5,0.883,1.334,0
17,2,2,5,1.3,1.317,0
17,2,2,6,0.983,1.45,0
17,1,1,7,1.167,1.184,0
17,1,2,6,1.1,0.917,0
17,1,2,7,1.05,1.567,0
17,2,2,7,1.267,1.184,0
17,1,1,6,1.233,2.084,0
17,2,1,3,1.3,1.4,0
17,2,2,5,1.233,1.334,0
17,1,1,5,1.35,1.45,0
17,2,1,3,1.183,1.967,0
17,1,2,2,1.383,1.417,0
17,1,1,2,1.25,1.917,0
17,2,2,5,1.133,1,0
17,2,2,4,1,1.017,0
17,1,2,6,1.017,1.884,0
17,2,2,5,1.033,1.734,0
17,2,2,6,1.15,1,0
17,2,2,7,1.317,1.5,0
17,1,1,4,1.35,1.417,0
17,1,2,5,0.983,1.6,0
17,2,2,6,1.15,1.317,0
17,1,2,3,0.967,1.067,0
17,2,2,2,1,1.134,0
17,2,2,3,0.983,0.784,0
17,2,2,4,1.117,1.867,0
17,1,1,4,1.05,1.017,0
17,2,2,4,1.167,1.417,0
17,2,2,4,1.117,0.917,0
17,2,2,4,1.017,0.95,0
17,1,2,2,1.117,2.15,0
17,2,2,7,1.2,1.917,0
17,2,2,7,1.35,1.484,0
17,1,2,3,1.083,1.25,0
17,1,2,3,1.1,0.884,0
17,1,1,2,1.317,2.667,0
17,2,2,6,1,1.8,0
17,1,2,6,1.017,1.584,0
17,2,2,5,1.483,1.584,0
17,1,1,6,1.133,1.367,0
17,1,2,4,1.317,1.167,0
17,1,2,3,1.2,1.151,0
17,1,1,3,1.283,1.134,0
17,1,2,3,1.15,0.984,0
17,1,1,2,1.383,1.65,0
17,2,2,5,1.017,1.7,0
17,1,1,2,1.233,2.567,0
17,1,1,2,1.217,1.534,0
17,2,2,7,1.2,1.75,0
17,1,1,2,1.45,2,0
17,2,2,4,1.067,1.217,0
17,1,1,4,1.1,1.1,0
17,2,1,3,1.167,1.65,0
17,2,2,7,1.083,0.984,0
17,1,2,4,1.05,1.984,0
17,1,1,4,1.117,1.434,0
17,1,1,4,1.15,1.584,0
17,2,2,5,1.017,1.4,0
17,1,2,5,1.167,1.234,0
17,2,2,6,0.867,1.134,0
17,1,2,2,1.033,2.05,0
17,2,2,8,1.15,0.95,0
17,1,2,5,1,1.85,0
17,2,2,5,1.05,1.317,0
17,1,1,5,1.167,1.5,0
17,2,2,2,1.133,1.417,0
17,1,2,5,1.217,1.684,0
17,2,2,5,1.167,1.017,0
17,1,1,2,1.25,2.7,0
17,2,2,3,1.433,1.267,0
17,2,2,7,0.767,0.901,0
17,1,2,5,1,1.067,0
17,2,2,6,1.033,1.217,0
