Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Excluded_subj
7,2,2,4,0.883,1,0
7,1,1,4,0.717,2.15,0
7,1,2,7,0.75,1.517,0
7,2,2,6,0.867,1.667,0
7,2,2,6,1.217,2.034,0
7,2,2,6,0.733,1.167,0
7,2,2,6,0.683,0.901,0
7,1,1,5,0.8,1.3,0
7,1,1,5,0.833,1.184,0
7,1,1,1,0.717,1.917,0
7,1,2,5,0.767,1.267,0
7,1,1,5,0.933,1.567,0
7,2,2,8,0.733,2.167,0
7,1,2,7,1.067,1.5,0
7,1,1,5,0.8,1.8,0
7,1,1,4,0.833,0.85,0
7,2,2,5,0.717,1.134,0
7,2,2,8,0.767,2.567,0
7,1,1,5,0.75,1.684,0
7,2,2,5,0.867,1.517,0
7,2,1,5,0.7,1.267,0
7,1,1,4,0.7,1.234,0
7,2,2,5,0.65,1.567,0
7,1,1,5,0.8,0.734,0
7,1,1,5,0.683,1.6,0
7,2,2,5,0.733,0.717,0
7,1,1,5,0.733,1.317,0
7,1,1,6,0.9,1.834,0
7,2,2,6,0.767,1.25,0
7,1,1,8,0.833,1.084,0
7,2,2,7,0.783,1.284,0
7,2,2,7,0.767,1.65,0
7,2,2,3,1.017,0.85,0
7,1,2,2,1,1.367,0
7,2,NaN,NaN,NaN,NaN,0
7,2,2,5,0.717,0.7,0
7,2,2,8,0.683,1.717,0
7,2,2,8,0.683,1.634,0
7,2,2,6,0.783,1.684,0
7,2,2,7,1.217,2.117,0
7,1,1,6,0.817,1.134,0
7,1,1,5,0.917,1.05,0
7,1,1,5,0.967,1.984,0
7,2,2,8,0.683,2.184,0
7,2,2,8,0.8,0.751,0
7,1,1,7,0.817,1.434,0
7,1,1,6,0.717,1.784,0
7,1,2,6,0.867,1.634,0
7,1,1,5,0.867,1.834,0
7,2,2,4,0.8,2.334,0
7,2,2,6,0.767,1.65,0
7,1,1,1,0.9,0.75,0
7,1,2,3,0.967,1.284,0
7,2,2,7,0.85,0.934,0
7,2,2,7,0.9,1.284,0
7,2,2,5,0.867,1.651,0
7,1,1,7,0.85,1.151,0
7,2,2,7,0.933,0.75,0
7,2,2,7,0.9,1.767,0
7,2,2,6,0.95,1.75,0
7,1,1,6,1.067,2.6,0
7,1,2,7,1.1,1.95,0
7,1,1,7,0.767,1.467,0
7,1,2,6,0.7,1.434,0
7,2,1,4,1,1.817,0
7,2,2,7,0.883,1.284,0
7,1,1,6,1.1,1.684,0
7,2,2,7,1.083,1.567,0
7,2,2,4,1.333,1.502,0
7,1,1,2,0.683,1.917,0
7,2,2,1,0.934,1.334,0
7,2,2,2,0.95,1.034,0
7,1,1,5,0.85,2.067,0
7,1,1,5,0.967,0.85,0
7,1,2,1,1.017,1.734,0
7,1,1,3,1.1,1.434,0
7,1,2,1,0.817,1.15,0
7,1,1,3,1.217,1.334,0
7,1,2,3,0.817,1.551,0
7,2,2,7,0.867,1.317,0
7,2,2,6,1.067,1.084,0
7,2,2,7,0.833,1.017,0
7,1,2,8,0.833,0.9,0
7,2,2,8,0.817,1.084,0
7,2,2,4,1.15,1.717,0
7,1,1,6,0.867,0.834,0
7,1,1,8,0.767,1.617,0
7,2,2,4,0.867,1.184,0
7,2,2,4,0.733,1.867,0
7,2,2,8,0.683,2.667,0
7,2,2,8,0.967,1.567,0
7,1,1,3,1.15,0.9,0
7,2,2,3,0.8,2.367,0
7,1,1,2,0.833,1.984,0
7,2,2,4,0.733,1.95,0
7,1,1,3,0.7,1.667,0
7,1,2,NaN,0.683,NaN,0
7,2,2,8,0.667,1.067,0
7,1,1,4,0.817,1.75,0
7,2,2,3,0.883,2.217,0
7,2,2,7,1.117,2.1,0
7,2,2,4,0.7,1.2,0
7,2,2,8,0.767,2.367,0
7,2,2,6,0.85,1.384,0
7,1,1,4,0.767,1.8,0
7,1,1,4,1.017,1.134,0
7,2,2,7,0.75,1.034,0
7,2,2,6,0.8,1.7,0
7,1,2,4,0.833,2.134,0
7,1,1,3,0.717,2.584,0
7,2,2,6,0.633,2.267,0
7,1,1,4,0.933,1.634,0
7,1,2,7,0.717,1.484,0
7,1,1,4,0.933,1.8,0
7,2,2,7,0.783,1.734,0
7,1,1,6,0.983,1.4,0
7,1,1,7,0.783,1.367,0
7,1,1,5,0.667,1.917,0
7,2,2,6,0.6,1.45,0
7,2,2,4,0.783,1.8,0
7,2,2,8,0.7,0.85,0
7,2,2,3,1.133,1.917,0
7,1,2,4,0.767,1.2,0
7,1,1,6,0.7,1.817,0
7,1,2,4,0.867,1.384,0
7,1,1,6,0.733,0.984,0
7,1,1,5,0.767,1.8,0
7,1,2,4,0.817,1.484,0
7,2,2,4,0.767,1.65,0
7,1,2,7,0.9,1.934,0
7,1,1,4,0.7,1.35,0
7,2,2,4,0.667,2.1,0
7,2,2,7,0.7,1.5,0
7,2,2,7,0.917,1.35,0
7,2,2,7,0.833,1.5,0
7,2,2,4,0.967,1.617,0
7,1,1,4,0.817,1.184,0
7,2,2,NaN,0.867,NaN,0
7,1,2,7,0.9,0.9,0
7,1,1,3,0.967,1.3,0
8,1,1,7,1.183,1.584,0
8,2,1,4,1.017,1.567,0
8,1,2,6,1.017,1.567,0
8,2,2,7,0.767,0.667,0
8,1,1,4,0.783,1.317,0
8,1,2,3,0.9,0.984,0
8,2,2,7,0.884,1.817,0
8,2,1,2,1.183,0.784,0
8,2,2,6,0.833,1.85,0
8,2,2,7,0.617,0.9,0
8,1,1,6,0.85,1.684,0
8,1,1,7,0.917,1.717,0
8,1,1,8,0.75,0.767,0
8,2,2,6,0.95,1.367,0
8,2,2,8,0.633,0.7,0
8,2,2,6,0.917,1.15,0
8,2,2,2,0.667,0.65,0
8,2,2,9,0.717,1.35,0
8,1,1,6,0.7,1.167,0
8,1,1,6,0.884,1.167,0
8,2,2,8,0.583,0.784,0
8,2,2,9,0.583,1.15,0
8,2,2,9,0.633,2.117,0
8,1,1,2,0.583,0.75,0
8,2,2,7,0.55,0.95,0
8,2,2,6,0.683,0.884,0
8,1,NaN,NaN,NaN,NaN,0
8,2,2,7,0.65,1.201,0
8,2,2,2,0.767,2.067,0
8,1,1,5,0.767,1.934,0
8,2,2,2,0.55,0.967,0
8,1,1,3,0.783,1.834,0
8,2,2,8,0.567,2.317,0
8,1,1,9,0.883,2.517,0
8,2,2,9,0.683,0.784,0
8,1,1,7,0.65,0.784,0
8,2,2,4,0.65,1.217,0
8,1,2,2,1.067,2.167,0
8,2,1,1,0.95,1.467,0
8,2,2,3,0.984,0.934,0
8,2,1,1,0.85,0.884,0
8,2,1,NaN,1.1,NaN,0
8,2,2,7,1.05,1.617,0
8,1,1,2,1.017,1.351,0
8,1,1,1,0.933,2.25,0
8,2,2,2,1.017,0.767,0
8,2,2,8,0.9,1.084,0
8,2,2,8,0.883,1.9,0
8,1,1,7,0.883,0.684,0
8,1,1,7,0.767,1.85,0
8,1,2,6,1.2,1.484,0
8,2,2,7,0.9,1.2,0
8,2,2,6,0.767,1.067,0
8,2,1,4,1.117,0.85,0
8,1,2,1,1.283,1.717,0
8,2,2,1,0.933,1.967,0
8,1,1,2,0.917,1.284,0
8,1,1,4,0.617,1.05,0
8,2,2,7,0.733,2,0
8,2,2,9,0.567,1.184,0
8,1,1,7,0.533,1.85,0
8,1,1,5,0.883,1.534,0
8,1,1,2,1.067,0.834,0
8,1,1,2,0.667,1.267,0
8,2,2,7,0.617,1.05,0
8,1,1,7,0.667,1.3,0
8,2,2,7,0.75,1.45,0
8,1,1,8,0.9,1.684,0
8,2,2,8,0.65,1.65,0
8,2,2,6,0.733,1.417,0
8,2,2,5,0.65,1.55,0
8,2,1,1,1.033,2.367,0
8,1,2,3,1.067,0.717,0
8,2,2,3,0.8,1.317,0
8,2,2,5,0.667,1.601,0
8,1,1,1,0.95,1.484,0
8,2,2,6,0.8,1.917,0
8,2,2,5,0.95,1.7,0
8,2,1,3,0.967,1.3,0
8,2,2,9,1.067,0.667,0
8,1,1,2,0.75,1.05,0
8,2,1,NaN,1.183,NaN,0
8,2,2,NaN,0.983,NaN,0
8,2,2,3,0.917,0.6,0
8,1,2,6,1.017,1,0
8,1,2,3,1.2,0.834,0
8,1,1,3,1.15,1,0
8,1,1,6,0.75,1.484,0
8,1,2,2,0.967,0.9,0
8,1,1,6,0.933,0.9,0
8,1,1,1,1.45,2.067,0
8,2,1,2,0.867,0.717,0
8,2,2,4,0.85,1.367,0
8,2,2,3,0.883,0.75,0
8,2,2,5,0.933,0.867,0
8,2,2,5,0.85,0.984,0
8,2,2,1,0.883,0.917,0
8,2,1,2,1.017,0.784,0
8,1,2,5,1,1.484,0
8,1,1,5,0.983,1.534,0
8,1,1,6,1.2,1.234,0
8,1,2,4,1.05,1.234,0
8,2,2,2,0.85,1.934,0
8,1,2,6,1.1,0.717,0
8,2,2,8,1.05,1.834,0
8,2,1,5,1.317,1.034,0
8,1,1,2,0.683,2.317,0
8,2,2,6,1.133,0.917,0
8,2,1,2,1.05,1.984,0
8,1,2,3,1.15,1.067,0
8,1,1,5,0.75,1.134,0
8,1,2,4,1,1.334,0
8,1,1,1,0.95,1.517,0
8,2,2,8,0.917,0.95,0
8,1,1,2,1.033,1.017,0
8,1,2,1,0.833,2.084,0
8,2,1,2,0.95,0.75,0
8,1,1,3,0.733,0.984,0
8,2,2,9,1.017,1.25,0
8,1,1,3,1.083,1.3,0
8,1,2,4,1.133,0.734,0
8,1,1,1,1,1.117,0
8,1,1,6,1,1.2,0
8,1,1,2,1.133,0.784,0
8,1,2,6,0.95,0.784,0
8,2,2,6,1,1.967,0
8,2,2,7,0.767,0.684,0
8,1,1,5,1.25,1.167,0
8,1,2,4,0.95,0.9,0
8,1,2,7,0.983,0.984,0
8,1,1,7,0.766,1.534,0
8,1,2,4,1.05,1.134,0
8,2,2,5,1.067,1.117,0
8,1,1,6,0.983,0.95,0
8,1,2,2,1.133,2.084,0
8,2,2,8,0.75,0.7,0
8,1,1,NaN,0.833,NaN,0
8,1,2,NaN,1.083,NaN,0
8,2,2,8,0.967,1.334,0
8,2,2,9,0.767,0.7,0
8,2,2,9,0.617,1.4,0
8,1,1,9,0.583,1.867,0
8,1,1,7,0.917,1.667,0
8,1,2,5,1.033,1.85,0
8,2,2,9,0.717,0.6,0
8,1,2,7,0.883,0.684,0
8,1,2,2,1.05,1.317,0
8,1,1,1,0.933,0.934,0
8,1,2,NaN,0.85,NaN,0
8,1,1,4,0.767,2.417,0
8,1,1,1,1.067,1.7,0
8,2,2,7,0.867,1.95,0
8,2,1,6,1.1,1.2,0
8,1,1,2,1.383,2.05,0
8,1,2,4,1.117,0.834,0
8,2,2,2,0.95,1.55,0
8,1,2,NaN,0.883,NaN,0
8,2,2,8,0.8,2.1,0
8,2,2,8,0.667,1.417,0
8,2,2,7,0.867,1.234,0
8,1,2,NaN,1.117,NaN,0
8,2,2,7,0.767,1.15,0
8,1,1,5,0.983,1.2,0
8,2,2,8,0.617,0.9,0
8,1,2,7,1.05,2,0
8,1,2,6,1.15,1.634,0
8,2,2,2,0.8,0.734,0
8,2,2,4,1.2,0.984,0
8,2,1,3,0.95,1,0
8,2,2,5,0.983,1.3,0
8,1,1,6,1.05,1.367,0
8,1,1,4,0.883,1.034,0
8,1,1,6,0.767,0.967,0
8,2,2,7,0.5,0.984,0
8,2,2,4,0.933,1.117,0
8,2,2,5,0.6,1.15,0
8,2,2,2,0.767,0.65,0
8,2,1,1,0.983,1.084,0
8,1,1,3,1.05,1.284,0
8,1,2,2,0.967,1.7,0
8,2,2,7,0.617,0.65,0
8,2,2,5,0.85,1.217,0
8,2,2,7,1.033,1.534,0
8,1,1,7,0.633,1.5,0
8,2,2,4,1.183,0.967,0
8,2,2,8,0.617,0.684,0
8,1,2,3,0.867,1.134,0
8,2,1,1,1.233,1.284,0
8,2,2,4,0.6,1.717,0
8,1,1,2,0.767,0.85,0
8,2,2,8,0.517,1.234,0
8,1,1,5,1.1,1.3,0
8,2,2,3,1.017,1.017,0
8,1,1,2,0.667,0.75,0
8,2,2,3,0.767,1.467,0
8,1,1,2,1.083,1.134,0
8,2,2,6,0.917,1.684,0
8,1,1,6,0.667,0.984,0
8,2,1,4,1.35,1.067,0
8,2,1,5,0.75,0.434,0
8,2,2,7,0.7,1.184,0
8,2,2,NaN,0.8,NaN,0
8,2,2,4,0.7,0.85,0
8,1,1,8,0.667,0.8,0
8,1,1,5,1.033,1.35,0
8,2,2,NaN,0.933,NaN,0
8,2,2,8,0.75,0.934,0
8,2,1,6,1.017,1.617,0
8,1,1,4,0.783,1.05,0
8,1,2,6,1,1.467,0
8,1,2,1,1.133,0.667,0
8,2,2,8,1.017,1.034,0
8,2,2,9,0.7,0.484,0
8,2,2,6,0.833,1.05,0
8,1,1,6,0.933,1.017,0
8,2,2,7,0.65,0.667,0
8,1,1,7,0.617,1.134,0
8,1,1,1,1.383,1.484,0
8,2,2,4,0.5,1.134,0
8,2,2,3,0.883,0.85,0
8,1,1,5,0.85,1.534,0
8,1,1,6,0.917,1.267,0
8,1,1,4,0.867,1.15,0
8,1,1,3,0.883,1.084,0
8,2,2,9,0.683,0.9,0
8,1,1,9,0.767,0.534,0
8,2,2,8,0.85,0.95,0
8,1,2,8,0.867,1.45,0
8,2,2,8,0.567,0.65,0
8,2,2,8,0.567,1.667,0
8,2,2,7,0.617,0.984,0
8,2,2,7,0.517,0.934,0
8,1,2,5,0.85,1.1,0
8,2,2,4,0.933,1.35,0
8,2,2,6,0.583,1.284,0
8,1,1,3,0.817,1.217,0
8,2,2,1,0.717,0.567,0
8,2,2,5,0.567,1.45,0
8,2,2,7,0.583,1.2,0
8,2,2,3,0.767,1.584,0
8,1,1,6,0.667,0.684,0
8,2,1,2,0.633,0.85,0
8,2,2,3,0.483,1.817,0
8,2,2,5,0.833,1.3,0
8,1,1,2,0.683,0.9,0
8,1,1,1,0.618,1.167,0
8,1,1,3,0.65,0.967,0
8,1,2,NaN,0.933,NaN,0
8,1,2,2,0.933,0.684,0
8,1,1,1,0.983,1.017,0
8,1,2,1,0.817,1.784,0
8,2,2,4,1.083,0.8,0
8,2,2,6,1.1,1.3,0
8,2,2,4,1.083,0.9,0
8,2,2,7,0.783,1.45,0
8,2,2,4,1.083,1.467,0
8,2,1,3,0.95,0.65,0
8,2,2,7,0.65,1.384,0
8,1,1,8,0.95,0.85,0
8,1,1,1,1.033,2.284,0
8,1,2,3,0.967,1.834,0
8,1,1,6,0.767,0.784,0
8,2,1,2,1,1.567,0
8,1,1,6,0.933,0.784,0
8,2,2,7,0.717,1.65,0
8,2,2,3,0.783,1.1,0
8,1,1,1,1.267,2.1,0
8,2,2,5,1.033,0.717,0
8,2,2,3,0.717,1.351,0
8,1,1,7,0.783,1.65,0
8,1,2,2,1.05,1,0
8,1,2,NaN,1.167,NaN,0
8,1,1,7,0.933,1.2,0
8,2,2,9,0.6,1.117,0
8,1,1,8,0.883,1.017,0
8,1,1,2,1.083,1.834,0
8,2,2,3,1.083,0.734,0
8,1,2,4,1.067,0.85,0
8,2,2,2,0.717,0.984,0
8,1,1,3,0.75,1.084,0
8,1,1,3,0.8,0.95,0
8,1,1,6,1.2,1.317,0
8,1,2,3,0.983,1.584,0
8,1,1,2,1.183,0.8,0
8,1,1,1,0.983,1.334,0
8,2,2,9,0.7,1.9,0
8,2,2,7,0.6,0.6,0
8,1,1,8,0.95,0.867,0
8,1,1,6,1.183,1.384,0
8,1,1,NaN,1.067,NaN,0
8,1,1,6,1.25,1.117,0
8,1,1,2,0.9,1.367,0
8,2,2,4,1.133,1.167,0
8,1,1,5,0.667,0.95,0
8,1,2,7,1.017,1.1,0
8,2,2,5,0.983,0.834,0
8,1,1,3,1.267,1.2,0
8,1,2,6,0.933,1.584,0
8,2,2,8,0.767,1.45,0
8,2,2,9,0.833,0.884,0
8,2,2,8,1,1.15,0
8,1,1,7,0.783,1.467,0
8,1,1,3,0.983,1.067,0
8,1,1,6,0.933,1.35,0
8,2,2,8,0.7,0.734,0
8,1,1,9,0.567,0.967,0
8,1,1,7,1.05,0.65,0
8,1,2,1,1,0.734,0
8,1,1,5,0.65,0.917,0
8,1,1,7,0.733,1.234,0
8,1,2,6,1.183,0.784,0
8,2,2,8,0.967,1.934,0
8,2,1,5,1.3,1.301,0
8,1,2,4,1.133,1.384,0
8,1,1,7,0.717,1.234,0
8,2,2,9,0.55,0.95,0
8,1,1,7,0.833,1.017,0
8,2,2,6,0.583,1.484,0
8,2,2,6,0.983,1.65,0
8,2,2,6,0.75,0.851,0
9,2,1,6,1.183,1.234,0
9,2,2,3,1.267,2.317,0
9,2,1,1,1.133,1.734,0
9,1,1,NaN,1.067,NaN,0
9,2,1,6,1.233,2.1,0
9,1,1,5,1.433,1.817,0
9,1,2,4,1.183,1.234,0
9,1,1,5,1.133,0.817,0
9,1,1,4,1.35,0.9,0
9,1,1,7,1.083,1.017,0
9,1,2,1,1.017,0.634,0
9,2,2,1,0.95,0.55,0
9,1,2,3,1.383,1.534,0
9,2,2,5,1.35,1.167,0
9,1,1,5,1.167,1.017,0
9,2,2,5,0.9,0.867,0
9,1,1,5,0.85,1.634,0
9,1,2,5,0.867,1.267,0
9,1,1,6,0.767,1.184,0
9,2,2,5,1.017,1.334,0
9,2,2,5,1.133,1.517,0
9,1,1,5,0.767,0.65,0
9,2,1,7,0.933,1.784,0
9,1,1,6,1.167,0.817,0
9,1,2,3,1.2,2.034,0
9,2,2,4,1.05,0.917,0
9,2,1,2,1.183,1.05,0
9,1,1,4,1.117,1.45,0
9,2,2,5,1.2,1.267,0
9,2,2,3,0.967,1.234,0
9,1,1,3,1.117,0.984,0
9,2,2,2,0.85,0.767,0
9,2,2,5,0.917,0.767,0
9,2,2,4,1.083,1.484,0
9,1,2,3,0.983,0.85,0
9,1,1,4,1.2,0.917,0
9,2,2,3,1.05,1.05,0
9,1,1,4,1.167,1.2,0
9,2,2,5,0.933,1.434,0
9,2,2,3,1.233,1.15,0
9,1,1,5,0.933,1.417,0
9,2,2,3,1.217,1.684,0
9,1,1,6,1.317,0.85,0
9,2,2,3,1.167,0.634,0
9,2,2,3,1.067,0.75,0
9,2,2,4,1.167,0.95,0
9,2,1,2,1.017,2.3,0
9,2,1,4,1.35,1.317,0
9,2,2,4,1.117,1.217,0
9,1,2,3,1.167,0.9,0
9,1,1,6,1,1.017,0
9,1,1,3,1.133,1.767,0
9,1,1,5,1.133,2.15,0
9,1,1,5,0.967,1.05,0
9,1,1,5,1.217,0.7,0
9,2,2,4,1.35,0.65,0
9,1,1,3,0.967,2.45,0
9,1,1,7,0.867,0.667,0
9,1,1,7,1,1.567,0
9,2,1,3,1.083,1,0
9,2,1,3,1.1,1.067,0
9,1,2,2,1.317,1.534,0
9,2,2,6,1.117,1.334,0
9,2,2,5,1.2,0.884,0
9,2,2,3,1.4,1.217,0
9,1,1,2,1.05,1.484,0
9,1,1,7,0.817,1.434,0
9,1,1,5,1.25,0.684,0
9,1,1,3,1.033,1.95,0
9,2,2,3,1.2,0.634,0
9,1,1,4,1.083,2.234,0
9,2,2,3,1.1,1.9,0
9,1,1,2,1.183,0.667,0
9,2,2,NaN,1.217,NaN,0
9,1,2,1,1.385,2.234,0
9,2,2,3,1.067,1.45,0
9,2,2,4,1.15,1.084,0
9,2,1,2,1,1.934,0
9,2,2,2,0.967,0.65,0
9,2,2,5,1.05,2.117,0
9,2,1,3,1.083,1.617,0
9,2,2,4,0.967,0.784,0
9,1,1,5,1.017,0.717,0
9,2,2,4,1.117,1.5,0
9,1,1,5,1.1,1.584,0
9,1,1,5,1.133,0.617,0
9,2,2,4,1.267,1.65,0
9,1,1,5,0.9,1.584,0
9,1,1,5,0.967,1.067,0
9,2,2,3,1.217,2.05,0
9,1,1,4,1.3,1.867,0
9,1,1,6,0.983,0.817,0
9,2,1,4,1.15,1.25,0
9,2,1,2,1.35,0.75,0
9,2,1,3,1.25,1.384,0
9,1,1,3,1.45,0.75,0
9,2,1,5,1.267,1.367,0
9,1,1,6,1.05,0.917,0
9,2,1,3,1.183,1.317,0
9,2,1,2,1.183,1,0
9,1,1,4,1.083,0.717,0
9,2,2,9,1.133,0.01,0
9,1,1,2,1.117,1.317,0
9,2,1,4,1.25,0.667,0
9,2,2,4,1.233,1.217,0
9,2,1,3,1.15,0.65,0
9,2,2,3,1.117,1.617,0
9,1,2,4,1.417,1.234,0
9,2,2,3,1.317,1.95,0
9,1,1,3,1.083,0.917,0
9,1,1,3,1.167,1.067,0
9,2,2,4,1.05,0.884,0
9,2,2,4,0.983,1.567,0
9,1,1,4,1.383,1.467,0
9,2,2,3,1.117,1.084,0
9,1,1,4,1.233,1.184,0
9,2,2,3,1.233,0.934,0
9,1,1,4,1.183,0.784,0
9,1,1,5,1,1.25,0
9,2,2,4,1.283,1.55,0
9,2,2,5,0.95,0.8,0
9,2,2,4,0.883,2.067,0
9,1,1,5,1.083,1.9,0
9,1,1,4,1.317,0.634,0
9,2,2,4,0.9,1.45,0
9,1,1,4,1.233,1.367,0
9,2,2,4,1.033,0.701,0
9,2,2,4,1.233,1.417,0
9,2,2,5,1,1.45,0
9,1,1,4,1.167,1.85,0
9,1,2,4,1.15,0.767,0
9,1,2,3,1.083,1.15,0
9,2,2,4,0.917,0.667,0
9,1,1,3,1.15,0.6,0
9,1,1,4,1.283,0.734,0
9,2,2,2,1.05,0.667,0
9,2,1,4,1.067,0.817,0
9,2,2,4,0.867,1.2,0
9,2,2,3,1.183,0.567,0
9,2,1,3,1.15,0.834,0
9,1,1,2,1.267,1.35,0
9,1,1,4,1.1,1.267,0
9,1,1,4,0.933,0.634,0
9,1,2,2,1.367,1.984,0
9,1,1,5,0.85,0.75,0
9,1,1,7,1,0.75,0
9,2,1,3,1.233,1.45,0
9,1,1,3,1.35,0.634,0
9,1,1,6,0.867,1.934,0
9,1,2,2,1.167,1.934,0
9,1,1,3,1.117,1.584,0
9,1,1,2,1.133,0.851,0
9,1,1,5,0.867,1.15,0
9,2,2,5,1.017,0.534,0
9,1,1,5,1.05,0.917,0
9,2,2,3,0.867,0.667,0
9,1,1,4,1.317,1.35,0
9,2,2,3,0.833,1.75,0
9,2,2,4,1.133,0.917,0
9,1,1,4,1.067,1.017,0
9,2,1,4,1.2,1.684,0
9,2,2,3,1.267,1.834,0
9,2,1,2,1.217,1.101,0
9,1,2,3,1.183,0.717,0
9,2,2,4,1.367,1.084,0
9,1,2,3,1.033,1.617,0
9,1,1,5,1.067,1.067,0
9,1,2,3,1.033,0.6,0
9,1,1,5,0.983,0.6,0
9,1,NaN,NaN,NaN,NaN,0
9,1,1,4,1.133,1.434,0
9,2,2,5,1.167,1.567,0
9,1,2,3,1.317,1.067,0
9,2,2,4,0.95,1.4,0
9,1,1,3,1.133,0.634,0
9,2,2,4,1.217,0.684,0
9,1,1,3,1.25,1,0
9,1,1,5,0.917,1.584,0
9,1,1,5,1.15,0.617,0
9,2,2,3,1.267,1.334,0
9,2,2,3,1.117,1.567,0
9,1,2,4,1.333,0.784,0
9,2,2,3,1.05,0.884,0
9,1,1,5,0.85,0.834,0
9,1,1,5,1.117,1.3,0
9,2,2,4,0.9,0.95,0
9,2,1,3,1.317,0.617,0
9,1,1,6,1.133,1.017,0
9,2,2,6,1.2,0.984,0
9,2,2,3,0.75,1.034,0
9,1,2,2,1.083,0.717,0
9,2,2,4,0.933,1.267,0
9,2,2,7,0.867,0.8,0
9,2,2,4,1.033,1.234,0
9,1,1,5,1.217,0.817,0
9,1,2,4,0.933,0.567,0
9,2,2,5,1.133,0.934,0
9,1,1,6,0.917,1.184,0
9,2,2,3,1.183,1.184,0
9,2,1,4,1.133,0.734,0
9,1,1,3,1.35,0.867,0
9,2,2,3,1.183,1.167,0
9,1,1,7,0.933,0.65,0
9,2,2,7,1.167,1.667,0
9,2,2,5,1.133,0.95,0
9,2,2,4,1.05,1.1,0
9,2,2,4,1.067,1.384,0
9,2,2,4,1.267,1.15,0
9,2,1,4,1.167,1.3,0
9,1,1,4,1.217,0.934,0
9,1,2,3,1.367,0.667,0
9,1,1,5,1.133,1.25,0
9,1,2,4,1.217,1.55,0
9,1,2,5,1.133,0.751,0
9,1,1,5,1.233,0.6,0
9,2,1,2,1.2,0.9,0
9,1,1,5,1.117,1.434,0
9,1,1,5,1.117,0.984,0
9,1,1,4,1.05,0.65,0
9,2,2,4,1.333,1.034,0
9,2,1,5,1.283,0.6,0
9,1,1,6,1.083,0.801,0
9,2,2,4,0.9,1.034,0
9,2,2,4,1.367,0.75,0
9,2,NaN,NaN,NaN,NaN,0
9,1,1,6,1.1,0.834,0
9,1,1,4,1.05,0.667,0
9,1,1,4,1.1,0.767,0
9,1,1,4,1.133,1.401,0
9,2,1,2,1.417,0.717,0
9,1,1,3,1.117,1.35,0
9,2,2,3,1.167,1.567,0
9,1,2,2,1.333,0.6,0
9,2,NaN,NaN,NaN,NaN,0
9,1,2,5,1.217,1.284,0
9,2,2,5,1.217,1,0
9,2,2,4,1.333,1.317,0
9,2,1,4,0.983,1.717,0
9,2,2,4,1.1,1.234,0
9,2,1,4,1,1.95,0
9,2,2,3,1.05,1.734,0
9,2,1,3,1.117,1.5,0
9,1,1,5,1.267,1.284,0
9,2,2,5,1.233,1.634,0
9,1,2,3,1.133,1.817,0
9,1,1,5,1.15,0.65,0
9,2,2,4,1.05,1.484,0
9,1,1,6,0.883,1.784,0
9,1,1,8,1.067,1.884,0
9,2,2,4,1.217,2.2,0
9,1,1,5,1.067,1.734,0
9,1,2,4,1.383,1.434,0
9,2,2,4,1.05,0.7,0
9,2,1,3,1.033,0.634,0
9,2,2,6,1.283,0.767,0
9,1,1,2,1.1,0.567,0
9,2,2,3,0.983,0.617,0
9,1,1,6,1.067,0.75,0
9,2,1,4,1.183,1.084,0
9,2,2,3,0.917,0.8,0
9,1,2,4,1.117,0.85,0
9,2,2,NaN,1.267,NaN,0
9,1,1,4,0.9,1.15,0
9,2,2,3,0.983,1.117,0
9,2,1,3,1.15,1.317,0
9,2,1,4,1.1,0.884,0
9,2,2,4,0.917,1.65,0
9,1,1,4,1.233,0.617,0
9,2,2,5,1.067,1.234,0
9,1,1,2,1,0.767,0
9,1,1,3,0.967,0.9,0
9,2,2,4,0.967,1.634,0
9,2,2,5,0.95,0.734,0
9,1,1,5,1.05,1.45,0
9,2,2,3,1.133,1.484,0
9,1,2,2,1.2,1.484,0
9,2,2,4,1.067,1.017,0
9,1,1,5,1,1,0
9,1,1,2,1.067,0.617,0
9,2,1,3,1.117,1.617,0
9,2,2,5,1.067,0.634,0
9,2,2,5,1.067,1.317,0
9,1,1,3,1.233,1.867,0
9,1,1,3,1.267,0.967,0
9,2,2,4,1.1,1.45,0
9,1,2,5,0.833,1.117,0
9,2,2,5,1.3,1.25,0
9,2,2,4,1.15,1.534,0
9,2,2,4,0.967,1.567,0
9,1,1,4,0.883,0.717,0
9,1,2,2,1.033,0.55,0
9,1,1,6,1.1,1.234,0
9,2,1,4,1.033,0.65,0
9,1,1,7,0.95,1.184,0
9,1,1,4,0.967,0.6,0
9,2,1,2,0.967,0.7,0
9,2,1,5,1.083,0.651,0
9,2,2,6,0.95,0.7,0
9,2,2,3,1.267,0.617,0
9,2,1,3,1.117,0.984,0
9,1,2,3,1.1,1.234,0
9,1,1,2,1.15,1.7,0
9,1,2,3,1.183,0.85,0
9,1,1,6,1.017,1.234,0
9,1,2,3,1.117,1.267,0
9,1,1,5,1.15,1.15,0
9,2,2,5,0.9,1.934,0
9,1,1,4,1.1,0.717,0
9,1,1,5,1.017,1.45,0
9,1,2,3,1.217,1.4,0
9,1,2,3,1.317,1.384,0
9,1,1,5,1.017,1.15,0
9,1,2,2,1.15,0.634,0
9,2,2,4,1.1,0.601,0
9,1,1,4,1.033,1.284,0
