Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Trial_in_block
1,2,2,0.7,0.679,0.9,1
1,2,1,0.7,0.797,0.658,2
1,1,2,0.7,0.926,0.806,3
1,1,1,0.7,0.661,0.495,4
1,1,2,0.6,0.952,0.966,5
1,2,1,0.6,0.903,0.562,6
1,2,1,0.5,0.72,1.046,7
1,1,1,0.8,0.914,1.015,8
1,1,1,0.8,1.202,0.792,9
1,2,2,0.8,0.919,0.58,10
1,2,1,0.6,0.797,1.579,11
1,2,2,0.6,0.754,0.871,12
1,1,1,0.8,2.171,1.779,13
1,2,2,0.8,0.639,0.868,14
1,1,2,0.7,0.907,1.302,15
1,1,1,0.7,0.938,1.634,16
1,2,1,0.6,0.72,0.745,17
1,1,1,0.5,1.586,1.021,18
1,2,2,0.9,1.264,1.859,19
1,1,1,0.7,1.315,3.92,20
1,1,1,0.7,0.834,0.912,21
1,2,1,0.7,0.929,0.481,22
1,2,1,0.7,0.794,1.264,23
1,1,1,0.7,0.758,1.764,24
1,2,2,0.8,0.951,1.005,25
1,1,1,0.8,1.268,0.799,26
1,2,2,0.8,0.746,0.533,27
1,1,1,0.6,1.006,1.334,28
1,2,2,0.5,2.176,1.32,29
1,1,1,0.8,1.74,0.896,30
1,1,2,0.8,2.166,1.014,31
1,2,2,0.5,1.559,1.021,32
1,2,2,0.9,0.982,2.737,33
1,1,1,0.9,0.947,2.582,34
1,2,1,0.6,0.893,1.365,35
1,2,2,0.6,0.774,0.71,36
1,2,2,0.6,0.695,0.464,37
1,1,1,0.7,0.659,0.501,38
1,1,1,0.5,0.89,1.138,39
1,1,2,0.6,0.651,0.547,40
1,1,1,0.6,0.72,0.913,41
1,2,2,0.6,0.829,0.936,42
1,1,1,0.7,0.791,0.889,43
1,2,2,0.5,0.949,0.968,44
1,2,1,0.5,0.7,1.182,45
1,1,1,0.9,0.917,0.922,46
1,2,2,0.8,0.689,0.969,47
1,1,2,0.6,0.855,0.823,48
1,1,1,0.6,0.676,0.705,49
1,2,2,0.5,0.748,0.535,50
1,1,1,0.8,0.68,1.285,51
1,1,1,0.8,0.766,0.838,52
1,2,2,0.6,0.973,1.189,53
1,2,2,0.5,1.579,0.823,54
1,1,1,0.6,0.81,0.962,55
1,2,2,0.8,1.041,0.854,56
1,2,2,0.7,0.72,1.058,57
1,1,1,0.9,0.55,1.001,58
1,2,1,0.6,0.799,5.077,59
1,2,2,0.7,1.042,0.831,60
1,2,2,0.7,1.355,0.784,61
1,1,1,0.8,0.565,1.244,62
1,1,1,0.7,0.758,0.979,63
1,1,1,0.9,0.922,2.727,64
1,1,1,0.8,0.915,1.169,65
1,1,1,0.6,1.087,0.984,66
1,2,1,0.6,0.692,0.804,67
1,2,2,0.7,0.688,0.92,68
1,1,1,0.7,0.753,1.75,69
1,2,2,0.7,1.074,0.76,70
1,1,1,0.5,0.791,1.481,71
1,2,2,0.6,0.888,1.352,72
1,2,2,0.6,0.78,0.534,73
1,2,2,0.6,0.949,0.456,74
1,2,2,0.5,3.142,1.226,75
1,2,1,0.6,0.92,0.734,76
1,1,1,0.6,0.831,0.653,77
1,1,1,0.9,0.867,1.174,78
1,1,1,0.8,0.756,0.778,79
1,1,1,0.8,0.639,0.717,80
1,2,1,0.6,0.864,1.075,81
1,1,1,0.9,1.042,0.862,82
1,2,2,0.9,0.678,0.659,83
1,1,1,0.9,0.993,0.447,84
1,2,2,0.9,0.72,0.349,85
1,1,1,0.9,1.169,0.489,86
1,1,1,0.9,0.731,0.362,87
1,2,2,0.9,0.758,0.395,88
1,1,1,0.9,0.828,0.327,89
1,2,2,0.9,0.84,0.382,90
1,2,1,0.9,0.636,0.434,91
1,1,1,0.7,0.853,0.973,92
1,1,1,0.7,0.766,0.598,93
1,2,2,0.7,0.885,0.501,94
1,2,2,0.7,0.795,0.417,95
1,1,1,0.7,0.629,0.535,96
1,2,1,0.7,0.795,0.392,97
1,1,1,0.9,0.457,1.177,98
1,2,1,0.8,0.585,0.651,99
1,2,1,0.8,0.838,0.412,100
1,1,2,0.8,0.663,0.306,101
1,2,1,0.7,0.776,1.504,1
1,1,1,0.7,0.828,0.375,2
1,1,1,0.7,1.293,0.517,3
1,1,1,0.7,0.686,0.886,4
1,2,2,0.7,0.89,0.722,5
1,1,1,0.6,0.824,0.307,6
1,2,2,0.5,1.159,0.26,7
1,2,1,0.5,0.667,0.453,8
1,2,2,0.5,0.953,0.678,9
1,1,1,0.6,0.835,0.871,10
1,1,1,0.6,0.641,0.966,11
1,1,1,0.6,0.882,0.935,12
1,1,1,0.7,0.739,0.782,13
1,1,1,0.7,0.737,0.665,14
1,2,1,0.7,0.968,0.456,15
1,1,1,0.7,0.832,0.574,16
1,2,1,0.5,0.674,0.999,17
1,2,1,0.5,0.769,0.385,18
1,2,2,0.5,0.773,0.364,19
1,2,1,0.5,0.744,0.491,20
1,2,1,0.5,0.657,0.649,21
1,2,2,0.5,1.616,0.544,22
1,1,1,0.5,0.72,0.548,23
1,1,1,0.5,1.247,0.367,24
1,1,1,0.6,0.92,1.222,25
1,1,1,0.7,0.551,0.962,26
1,2,1,0.8,0.886,0.654,27
1,1,1,0.6,0.948,0.911,28
1,2,1,0.7,1.406,0.79,29
1,2,1,0.5,1.628,0.623,30
1,1,2,0.5,0.664,0.595,31
1,1,1,0.7,0.733,0.788,32
1,1,1,0.5,1.24,1.43,33
1,2,2,0.5,0.668,0.519,34
1,2,1,0.7,0.906,1.133,35
1,2,1,0.5,1.333,1.055,36
1,2,2,0.5,1.843,0.955,37
1,1,2,0.6,0.919,0.652,38
1,2,2,0.6,0.878,0.643,39
1,1,2,0.6,0.846,0.535,40
1,1,1,0.6,0.864,1.259,41
1,1,1,0.6,0.785,0.604,42
1,2,1,0.6,0.815,0.648,43
1,2,1,0.6,0.875,0.376,44
1,1,1,0.6,0.588,0.447,45
1,1,1,0.6,0.893,0.917,46
1,2,2,0.6,0.878,0.435,47
1,1,1,0.5,0.762,0.543,48
1,2,1,0.8,0.657,1.144,49
1,1,1,0.7,0.777,0.698,50
1,2,1,0.5,0.909,1.272,51
1,1,1,0.5,0.572,0.364,52
1,1,1,0.7,0.762,0.904,53
1,2,1,0.7,0.974,0.83,54
1,2,1,0.7,0.826,0.653,55
1,1,1,0.7,2.596,1.445,56
1,1,1,0.7,0.688,0.552,57
1,2,2,0.7,1.041,0.567,58
1,2,1,0.7,1.655,0.768,59
1,1,1,0.7,0.721,0.55,60
1,1,1,0.6,0.77,0.85,61
1,2,1,0.5,0.782,0.961,62
1,1,1,0.9,0.839,0.941,63
1,2,1,0.7,0.904,0.731,64
1,2,1,0.6,0.746,0.605,65
1,1,1,0.9,0.632,1.046,66
1,2,2,0.8,0.74,0.751,67
1,1,2,0.7,0.6,0.965,68
1,2,1,0.5,0.606,1.072,69
1,2,2,0.5,2.213,0.419,70
1,2,2,0.5,1.223,0.385,71
1,1,2,0.5,1.151,0.365,72
1,2,1,0.8,0.776,0.817,73
1,1,1,0.8,0.78,0.839,74
1,1,1,0.8,0.84,0.693,75
1,2,2,0.8,0.72,0.66,76
1,2,2,0.8,0.805,0.725,77
1,2,2,0.8,1.03,0.969,78
1,1,1,0.8,0.642,0.607,79
1,1,1,0.8,1.008,0.361,80
1,1,1,0.8,0.647,0.455,81
1,1,1,0.8,0.68,0.381,82
1,2,1,0.8,0.734,0.846,83
1,2,2,0.5,2.303,0.488,84
1,1,1,0.8,0.617,0.801,85
1,1,2,0.6,1.378,1.885,86
1,2,2,0.7,0.678,0.876,87
1,2,2,0.6,0.632,1.197,88
1,2,2,0.8,0.7,0.694,89
1,1,2,0.8,0.815,0.511,90
1,1,1,0.7,0.72,0.744,91
1,2,1,0.7,0.945,1.404,92
1,1,1,0.8,1.05,0.651,93
1,2,1,0.8,0.72,0.732,94
1,2,2,0.8,0.653,0.661,95
1,1,1,0.8,0.72,0.825,96
1,1,2,0.5,2.529,0.353,97
1,2,1,0.6,0.956,1.649,98
1,1,1,0.7,1.445,0.638,99
1,2,2,0.7,0.748,0.471,100
1,2,2,0.7,0.955,0.504,101
1,2,1,0.6,0.839,0.885,1
1,1,1,0.6,0.625,0.763,2
1,1,1,0.6,0.625,0.636,3
1,2,1,0.5,0.859,0.469,4
1,1,1,0.5,0.74,0.694,5
1,1,1,0.8,0.656,0.728,6
1,2,1,0.5,3.236,1.506,7
1,2,1,0.7,2.062,0.841,8
1,1,1,0.7,0.866,1.116,9
1,1,1,0.7,0.598,0.723,10
1,2,1,0.5,1.271,0.757,11
1,1,1,0.7,0.632,0.838,12
1,2,1,0.7,2.889,0.467,13
1,1,1,0.7,0.675,1.265,14
1,1,1,0.8,0.738,0.794,15
1,1,1,0.8,0.672,0.606,16
1,2,1,0.8,0.919,0.644,17
1,1,2,0.8,0.787,0.966,18
1,2,2,0.6,0.916,1.257,19
1,1,1,0.8,1.011,0.739,20
1,2,1,0.8,0.644,0.761,21
1,2,1,0.8,0.578,0.717,22
1,1,1,0.8,0.59,0.489,23
1,1,1,0.8,0.599,0.397,24
1,2,1,0.8,0.981,0.352,25
1,1,1,0.6,0.878,1.356,26
1,2,1,0.7,0.645,0.773,27
1,2,1,0.7,0.606,1.382,28
1,2,1,0.7,0.816,0.351,29
1,1,1,0.7,0.808,0.945,30
1,2,1,0.8,0.775,0.847,31
1,1,1,0.8,0.779,1.126,32
1,2,2,0.8,0.72,0.391,33
1,1,1,0.8,1.141,0.48,34
1,2,2,0.8,1.047,0.39,35
1,1,2,0.8,0.976,0.32,36
1,1,1,0.8,0.748,1.518,37
1,2,2,0.8,0.919,0.621,38
1,1,1,0.8,0.694,0.414,39
1,1,1,0.5,0.644,1.09,40
1,2,1,0.7,0.979,1.198,41
1,2,2,0.7,0.783,0.554,42
1,2,2,0.7,0.997,0.339,43
1,1,1,0.7,0.777,0.585,44
1,1,1,0.7,0.73,0.387,45
1,2,2,0.7,0.691,0.403,46
1,2,2,0.7,0.898,0.516,47
1,1,1,0.8,0.803,0.88,48
1,2,1,0.5,1.196,1.37,49
1,1,1,0.8,0.798,0.835,50
1,2,1,0.6,0.641,1.663,51
1,2,2,0.8,0.785,0.883,52
1,1,1,0.8,0.668,1.239,53
1,1,1,0.8,0.555,0.337,54
1,1,1,0.8,0.783,0.521,55
1,2,1,0.8,0.72,0.6,56
1,1,1,0.8,0.86,0.719,57
1,1,1,0.8,0.666,0.429,58
1,2,1,0.8,1.032,0.318,59
1,2,2,0.5,1.604,0.645,60
1,2,1,0.8,0.72,1.283,61
1,1,1,0.5,0.698,1.796,62
1,2,1,0.8,0.894,1.206,63
1,1,1,0.7,0.898,0.893,64
1,1,1,0.7,0.689,1.353,65
1,1,1,0.7,0.72,1.143,66
1,2,1,0.5,1.014,0.902,67
1,2,1,0.5,1.226,0.709,68
1,2,2,0.6,0.772,0.932,69
1,1,1,0.6,0.724,0.546,70
1,2,1,0.5,0.974,0.574,71
1,1,2,0.5,1.729,0.818,72
1,1,1,0.6,0.819,0.741,73
1,2,2,0.7,0.737,0.769,74
1,1,1,0.8,0.765,0.589,75
1,1,1,0.7,0.726,1.006,76
1,2,2,0.7,0.69,0.69,77
1,2,1,0.8,0.581,0.704,78
1,2,2,0.8,1.001,0.847,79
1,1,1,0.8,0.853,0.629,80
1,2,2,0.6,0.817,0.913,81
1,2,1,0.8,0.674,0.976,82
1,1,1,0.8,0.58,1.382,83
1,1,1,0.6,0.906,2.093,84
1,1,1,0.6,0.945,0.956,85
1,2,2,0.6,0.821,1.4,86
1,2,1,0.7,0.884,0.753,87
1,1,1,0.7,0.656,0.416,88
1,1,1,0.7,1.062,0.577,89
1,2,1,0.7,0.941,0.343,90
1,2,2,0.7,0.688,0.36,91
1,1,1,0.8,0.683,1.193,92
1,2,2,0.8,0.875,0.616,93
1,1,1,0.8,0.785,0.564,94
1,1,1,0.8,0.727,0.423,95
1,2,2,0.8,0.72,0.478,96
1,2,1,0.8,0.548,0.423,97
1,1,1,0.6,0.999,1.085,98
1,2,2,0.6,0.654,0.374,99
1,1,1,0.8,1.02,0.776,100
1,2,1,0.8,0.563,0.353,101
1,1,1,0.7,0.816,0.76,1
1,2,2,0.7,0.687,0.406,2
1,1,2,0.7,0.621,0.383,3
1,2,2,0.5,0.683,0.833,4
1,2,1,0.8,0.604,1.073,5
1,1,1,0.8,0.571,0.899,6
1,1,1,0.8,0.72,0.351,7
1,1,1,0.8,0.72,0.397,8
1,2,1,0.5,0.795,0.985,9
1,2,2,0.7,0.764,0.789,10
1,1,1,0.7,0.667,0.39,11
1,2,1,0.6,0.78,1.047,12
1,1,1,0.6,0.877,0.467,13
1,2,2,0.6,0.411,0.588,14
1,1,1,0.6,0.538,0.268,15
1,2,1,0.7,0.92,1.021,16
1,1,1,0.7,0.761,0.566,17
1,1,1,0.7,0.68,0.333,18
1,2,1,0.7,0.694,0.966,19
1,1,1,0.7,0.759,0.38,20
1,2,1,0.6,0.926,1.053,21
1,2,1,0.6,0.543,0.721,22
1,1,1,0.6,0.914,0.936,23
1,2,2,0.8,1.118,0.844,24
1,1,1,0.8,1.042,0.647,25
1,1,1,0.8,0.614,0.958,26
1,1,1,0.7,0.753,0.752,27
1,1,1,0.7,0.59,1.048,28
1,1,1,0.7,0.858,0.953,29
1,2,1,0.7,0.649,1.368,30
1,2,1,0.5,0.7,0.943,31
1,2,2,0.6,0.667,0.837,32
1,2,2,0.6,0.727,0.374,33
1,2,1,0.7,0.594,0.647,34
1,1,1,0.7,0.683,0.552,35
1,2,1,0.7,0.551,0.369,36
1,1,1,0.5,1.234,0.616,37
1,1,1,0.7,0.761,1.158,38
1,1,2,0.5,1.029,0.68,39
1,2,1,0.8,0.855,0.951,40
1,2,2,0.7,0.989,1.024,41
1,2,1,0.5,0.59,0.857,42
1,2,1,0.5,0.552,0.573,43
1,2,2,0.5,1.056,0.409,44
1,1,1,0.5,0.839,0.82,45
1,1,1,0.5,0.739,0.469,46
1,1,1,0.7,1.007,0.847,47
1,2,2,0.5,0.795,0.752,48
1,1,1,0.6,0.963,0.761,49
1,2,1,0.8,0.744,0.971,50
1,1,1,0.6,0.74,1.534,51
1,2,2,0.5,0.951,1.045,52
1,2,2,0.6,0.771,0.955,53
1,1,1,0.5,0.722,1.695,54
1,1,1,0.6,1.289,0.69,55
1,1,1,0.6,0.739,0.381,56
1,2,2,0.6,0.72,0.334,57
1,1,2,0.5,0.959,1.1,58
1,2,1,0.6,0.744,0.699,59
1,1,1,0.6,0.553,0.391,60
1,2,1,0.5,1.744,0.251,61
1,1,1,0.6,0.63,0.889,62
1,1,1,0.7,0.756,1.258,63
1,2,1,0.7,0.747,0.758,64
1,2,1,0.7,1.007,0.719,65
1,2,1,0.7,0.929,1.112,66
1,1,1,0.7,0.738,0.674,67
1,1,1,0.9,0.72,1.52,68
1,2,1,0.5,1.015,0.399,69
1,1,1,0.6,1.411,1.243,70
1,1,1,0.9,0.932,1.365,71
1,2,1,0.5,0.932,0.755,72
1,2,1,0.6,1.618,1.053,73
1,2,1,0.6,0.939,0.646,74
1,1,1,0.6,1.018,0.714,75
1,2,2,0.6,0.643,0.425,76
1,2,2,0.6,0.588,0.359,77
1,1,1,0.6,0.826,0.413,78
1,1,2,0.5,2.133,0.414,79
1,2,2,0.6,0.866,0.396,80
1,1,1,0.8,0.939,0.702,81
1,2,2,0.8,0.727,0.951,82
1,2,1,0.8,0.851,0.403,83
1,1,2,0.5,0.633,1.238,84
1,1,1,0.8,0.634,0.928,85
1,2,1,0.9,0.699,0.783,86
1,1,1,0.9,0.629,0.551,87
1,1,1,0.9,0.745,0.371,88
1,2,2,0.6,1.492,1.021,89
1,1,1,0.9,0.654,0.767,90
1,2,1,1,0.772,3.029,91
1,2,1,1,0.657,0.657,92
1,1,1,1,0.727,0.784,93
1,2,2,0.7,0.726,1.31,94
1,1,1,1,0.674,0.919,95
1,1,1,1,0.627,0.349,96
1,2,1,1,0.655,1.47,97
1,1,1,1,0.584,0.331,98
1,1,1,0.9,0.958,1.339,99
1,1,2,0.6,0.741,0.928,100
1,2,2,0.7,0.928,0.808,1
1,2,1,0.7,0.625,0.34,2
1,2,2,0.7,0.762,0.791,3
1,1,1,0.7,0.723,0.384,4
1,2,1,0.5,0.625,0.9,5
1,1,2,0.5,0.69,0.763,6
1,1,1,0.8,0.513,0.894,7
1,2,1,0.8,0.653,1.173,8
1,1,1,0.8,0.729,0.489,9
1,2,1,0.5,1.413,0.413,10
1,1,1,0.7,0.947,0.678,11
1,2,1,0.7,0.585,0.956,12
1,2,2,0.7,0.602,0.472,13
1,2,2,0.7,0.742,0.537,14
1,2,2,0.7,0.62,0.504,15
1,2,2,0.7,0.758,0.507,16
1,1,1,0.7,0.737,0.434,17
1,1,1,0.8,0.526,0.693,18
1,2,2,0.5,1.265,0.564,19
1,1,1,0.5,0.578,0.269,20
1,1,1,0.5,0.792,0.462,21
1,1,1,0.5,0.532,0.196,22
1,2,2,0.6,0.829,0.728,23
1,2,1,0.5,0.889,0.849,24
1,1,1,0.9,0.647,0.76,25
1,2,2,0.9,0.622,0.552,26
1,1,1,0.7,0.729,0.994,27
1,1,1,0.9,0.563,0.944,28
1,2,1,0.9,0.526,0.335,29
1,1,1,0.9,0.666,0.629,30
1,2,1,0.5,1.003,4.824,31
1,2,2,0.5,1.499,0.726,32
1,1,1,0.6,0.631,1.148,33
1,1,1,0.6,0.728,0.697,34
1,2,1,0.5,0.639,0.828,35
1,2,2,0.6,0.789,0.912,36
1,1,1,0.6,1.225,0.972,37
1,1,1,0.6,1.069,0.776,38
1,1,1,0.6,0.631,1.25,39
1,1,1,0.5,1.755,0.681,40
1,2,2,0.5,1.159,0.309,41
1,2,2,0.7,0.728,1.032,42
1,2,2,0.7,0.72,0.591,43
1,2,2,0.7,0.875,0.696,44
1,1,1,0.7,0.758,0.748,45
1,2,2,0.6,0.786,1.453,46
1,2,1,0.6,0.72,0.916,47
1,1,1,0.5,0.883,1.224,48
1,1,1,0.8,0.847,0.934,49
1,2,2,0.6,1.2,0.67,50
1,1,1,0.6,0.58,0.711,51
1,2,1,0.6,0.698,0.228,52
1,1,1,0.8,0.851,0.659,53
1,2,1,0.7,0.82,0.799,54
1,2,1,0.7,0.736,1.104,55
1,1,1,0.7,0.569,0.657,56
1,2,2,0.7,1.242,0.696,57
1,1,1,0.9,0.638,0.66,58
1,1,1,0.8,0.799,0.78,59
1,1,1,0.8,0.758,0.435,60
1,2,1,0.8,0.559,0.46,61
1,2,1,0.6,0.738,0.973,62
1,1,1,0.6,0.774,0.814,63
1,1,1,0.7,0.871,0.858,64
1,2,2,0.5,0.88,0.661,65
1,1,1,0.7,0.593,0.75,66
1,1,1,0.5,1.015,0.608,67
1,2,1,0.5,0.566,0.47,68
1,2,1,0.5,0.815,0.343,69
1,2,2,0.5,0.944,0.355,70
1,1,1,0.5,0.591,0.385,71
1,1,1,0.5,0.508,0.335,72
1,2,2,0.5,0.835,0.577,73
1,1,1,0.5,0.72,0.572,74
1,2,1,0.5,0.899,0.565,75
1,1,1,0.5,0.699,0.374,76
1,2,1,0.5,1.148,0.671,77
1,1,1,0.5,1.08,0.566,78
1,2,1,0.7,0.585,1.148,79
1,1,1,0.7,0.608,0.68,80
1,1,1,0.7,0.593,0.286,81
1,2,1,0.7,0.535,0.263,82
1,2,1,0.6,0.856,0.936,83
1,2,2,0.6,2.18,0.407,84
1,1,1,0.6,0.856,0.608,85
1,2,1,0.5,0.476,0.825,86
1,1,1,0.5,0.619,0.294,87
1,2,1,0.5,0.838,0.372,88
1,2,1,0.5,0.522,0.335,89
1,1,1,0.7,0.72,0.696,90
1,2,2,0.7,0.993,0.543,91
1,1,1,0.6,0.778,0.981,92
1,1,1,0.7,0.72,0.897,93
1,1,1,0.7,0.535,0.28,94
1,2,1,0.7,0.547,0.766,95
1,1,2,0.6,0.698,0.781,96
1,1,1,0.9,0.677,0.971,97
1,2,2,0.9,0.884,0.297,98
1,2,2,0.6,0.85,1.395,99
1,2,1,0.7,0.738,1.265,100
1,1,2,0.6,1.315,0.736,101
1,1,1,0.6,0.668,0.231,102
1,1,1,0.6,0.84,0.981,103
1,2,1,0.8,0.887,1.047,104
1,2,2,0.8,0.733,0.317,105
1,2,2,0.8,0.644,0.401,106
1,1,1,0.7,0.898,0.397,107
1,1,1,0.7,0.456,0.24,108
1,2,1,0.7,1.14,0.295,109
2,2,2,0.7,1.032,0.582,1
2,2,2,0.7,0.733,0.444,2
2,2,2,0.8,0.595,0.448,3
2,1,1,0.7,0.729,0.465,4
2,1,1,0.7,0.698,0.461,5
2,2,2,0.8,0.649,0.377,6
2,1,1,0.5,2.159,0.389,7
2,1,2,0.6,0.72,0.382,8
2,2,2,0.8,0.689,0.441,9
2,1,1,0.8,0.733,0.462,10
2,1,1,0.8,0.897,0.489,11
2,1,1,0.8,0.972,0.485,12
2,2,2,0.8,0.72,0.385,13
2,1,1,0.9,0.623,0.577,14
2,2,2,0.8,0.797,0.643,15
2,2,2,0.5,0.969,0.338,16
2,2,2,0.5,0.781,0.44,17
2,2,2,0.5,0.83,0.369,18
2,1,1,0.6,1.06,0.993,19
2,1,1,0.8,0.696,0.385,20
2,2,2,0.9,0.983,1.194,21
2,1,1,0.9,0.974,0.39,22
2,1,1,0.9,0.839,0.492,23
2,2,2,0.9,0.624,0.554,24
2,2,2,0.9,1.07,0.729,25
2,2,2,0.9,0.616,0.512,26
2,2,2,0.9,0.737,1.425,27
2,1,1,0.9,0.733,0.637,28
2,2,2,0.9,1.011,0.972,29
2,1,1,1,0.789,0.639,30
2,1,1,0.9,0.747,2.006,31
2,1,1,0.8,1.021,1.48,32
2,1,2,0.9,0.761,0.999,33
2,2,2,0.9,0.917,0.538,34
2,2,2,0.9,0.641,0.846,35
2,1,1,0.9,2.889,0.542,36
2,2,2,0.7,2.943,3.872,37
2,1,2,0.6,0.72,1.226,38
2,2,2,0.8,0.693,0.854,39
2,1,1,0.6,0.983,0.642,40
2,1,1,1,0.768,1.088,41
2,2,2,0.8,1.341,1.039,42
2,2,2,0.9,0.693,0.638,43
2,1,1,0.9,0.647,0.567,44
2,2,2,0.9,0.965,0.357,45
2,2,2,1,0.72,0.958,46
2,1,1,0.9,0.741,0.392,47
2,1,1,0.9,0.686,0.43,48
2,2,2,0.5,0.924,0.357,49
2,1,1,0.5,0.256,0.368,50
2,1,1,0.8,2.596,0.33,51
2,1,1,0.9,0.621,0.496,52
2,2,2,0.6,1.465,0.996,53
2,2,2,0.6,0.741,0.408,54
2,1,1,0.8,0.591,0.427,55
2,2,2,0.9,0.738,0.341,56
2,1,1,0.9,0.781,0.336,57
2,1,1,0.9,1.204,0.505,58
2,2,2,0.7,0.885,0.493,59
2,2,2,0.6,0.654,0.398,60
2,2,2,0.7,0.602,0.375,61
2,1,1,0.8,0.67,0.736,62
2,1,2,0.8,0.724,0.452,63
2,2,2,0.9,0.597,1.179,64
2,2,2,0.9,0.641,1.559,65
2,2,2,0.7,0.688,1.152,66
2,1,1,0.9,1.004,1.434,67
2,2,2,0.9,0.93,0.499,68
2,2,1,0.7,0.825,0.924,69
2,1,1,0.9,0.698,0.685,70
2,1,1,0.9,1.032,0.43,71
2,1,2,0.9,0.767,0.472,72
2,1,1,1,0.728,0.672,73
2,2,2,1,0.72,0.716,74
2,1,1,0.9,0.941,0.544,75
2,2,2,0.9,0.894,0.598,76
2,1,1,0.9,0.871,0.517,77
2,2,2,0.9,0.723,0.44,78
2,1,1,0.9,0.943,0.57,79
2,2,1,0.7,0.75,0.408,80
2,1,1,0.7,1.012,1.036,81
2,2,2,0.8,0.693,0.909,82
2,2,2,0.7,0.628,0.607,83
2,1,1,0.9,0.842,1.112,84
2,1,1,0.9,1.25,0.697,85
2,1,1,0.9,0.64,0.469,86
2,2,2,0.9,0.83,0.593,87
2,2,2,0.9,0.794,0.456,88
2,1,1,1,0.72,0.657,89
2,1,1,1,0.775,0.631,90
2,2,1,0.7,0.731,0.715,91
2,2,2,0.9,0.735,0.815,92
2,2,2,0.8,0.776,1.072,93
2,1,1,0.8,1.314,0.199,94
2,1,1,0.6,1.352,0.493,95
2,2,2,0.8,1.158,0.532,96
2,1,1,0.9,0.546,0.469,97
2,2,2,0.9,0.76,0.318,98
2,2,2,0.9,0.951,0.332,99
2,2,2,0.9,0.805,0.27,100
2,1,2,0.6,0.627,0.414,101
2,2,2,0.7,0.72,0.81,1
2,1,1,0.7,0.587,0.382,2
2,1,1,0.7,0.786,0.5,3
2,2,1,0.5,0.568,0.936,4
2,2,2,0.8,1.345,0.701,5
2,1,1,0.6,0.786,0.515,6
2,1,1,0.6,0.649,0.393,7
2,1,1,0.7,1.301,0.52,8
2,1,1,0.8,0.633,0.478,9
2,2,2,0.8,0.72,0.482,10
2,2,2,0.8,0.781,0.464,11
2,2,2,0.8,0.636,0.401,12
2,2,2,0.8,1.373,0.429,13
2,1,1,0.8,0.724,0.521,14
2,1,1,0.8,0.786,0.357,15
2,2,2,0.8,0.886,0.486,16
2,2,2,0.5,1.109,0.327,17
2,1,1,0.6,0.585,0.731,18
2,1,1,0.9,0.668,0.775,19
2,2,1,0.7,0.981,1.048,20
2,1,1,1,0.7,0.67,21
2,2,1,1,0.994,0.792,22
2,2,2,0.9,0.755,0.617,23
2,1,1,0.9,0.693,0.957,24
2,1,1,1,0.774,1.022,25
2,1,1,1,0.821,0.776,26
2,2,2,1,0.814,0.646,27
2,2,2,1,0.922,0.935,28
2,1,1,0.9,0.91,0.769,29
2,2,2,0.9,0.666,1.212,30
2,1,1,1,0.665,0.707,31
2,1,1,1,0.604,0.642,32
2,1,1,1,0.936,0.576,33
2,2,1,0.8,0.868,0.871,34
2,2,2,0.9,0.733,0.589,35
2,1,1,0.9,0.83,0.409,36
2,2,2,0.8,2.903,0.395,37
2,1,1,0.7,1.545,0.876,38
2,2,2,0.7,0.688,1.176,39
2,2,2,0.7,0.78,0.623,40
2,1,1,0.9,0.68,0.677,41
2,2,2,0.9,0.799,0.532,42
2,1,1,0.8,0.72,0.677,43
2,1,1,0.7,0.651,0.539,44
2,1,1,0.9,1.428,0.527,45
2,1,1,0.9,1.296,0.425,46
2,2,2,0.9,1.34,0.415,47
2,2,1,0.9,1.006,0.525,48
2,2,2,0.8,1.102,0.593,49
2,2,2,0.9,1.285,0.542,50
2,1,1,0.9,0.876,0.473,51
2,1,1,0.9,0.541,0.527,52
2,1,1,1,0.659,0.518,53
2,2,2,0.9,0.692,0.452,54
2,1,2,0.6,1.016,0.552,55
2,2,2,0.6,0.649,0.537,56
2,2,2,0.5,1.208,0.422,57
2,1,1,0.7,0.566,0.798,58
2,2,2,0.7,0.679,0.365,59
2,2,2,0.7,0.598,0.219,60
2,1,1,0.8,0.662,0.415,61
2,2,2,0.8,0.738,0.485,62
2,2,2,0.8,0.678,1.179,63
2,2,2,0.8,0.615,0.303,64
2,1,1,0.8,0.603,0.328,65
2,1,1,0.8,0.988,0.311,66
2,1,2,0.8,0.882,0.488,67
2,1,1,0.8,0.809,0.409,68
2,1,1,0.8,0.647,0.479,69
2,2,2,0.8,0.774,0.302,70
2,2,1,0.8,0.879,0.436,71
2,1,1,0.8,0.96,0.373,72
2,2,2,0.7,0.657,0.585,73
2,1,1,0.8,1.071,1.061,74
2,2,2,0.8,0.759,0.236,75
2,1,1,0.8,1.029,0.255,76
2,2,2,0.8,0.72,0.307,77
2,2,1,0.7,0.644,0.618,78
2,2,2,0.5,0.755,1.008,79
2,1,2,0.5,1.203,0.756,80
2,1,1,0.7,0.896,0.544,81
2,2,1,0.6,0.678,0.66,82
2,1,1,0.8,0.69,1.018,83
2,1,1,0.7,0.937,0.577,84
2,1,1,0.7,1.383,0.362,85
2,1,1,0.8,0.608,0.584,86
2,1,1,0.8,0.644,0.242,87
