Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,BlockNumber
1,1,1,4,1.339071845,0.207194031,0.126708972,2
1,0,0,4,0.491642809,0.279752059,0.126708972,2
1,0,0,4,1.041649319,0.287245026,0.126708972,2
1,0,0,4,0.562290304,0.280308423,0.126708972,2
1,0,0,4,0.644574892,0.263659946,0.126708972,2
1,0,0,4,0.652465264,0.216512039,0.126708972,2
1,1,1,3,1.19855617,0.59197591,0.126708972,2
1,1,1,4,1.135002477,1.655197607,0.126708972,2
1,1,1,4,0.802193239,0.240797252,0.126708972,2
1,1,1,1,2.509255964,0.256415774,0.126708972,2
1,0,0,4,0.826325637,0.399636394,0.126708972,2
1,0,0,4,0.607328526,0.311181486,0.126708972,2
1,1,1,4,0.791197959,0.231433315,0.126708972,2
1,0,0,3,0.738207304,0.615917458,0.126708972,3
1,0,0,3,0.818278108,0.327838333,0.126708972,3
1,1,1,3,0.962456401,0.392015915,0.126708972,3
1,1,1,3,0.889632216,0.352372965,0.126708972,3
1,1,1,3,1.461488728,0.255626424,0.126708972,3
1,0,0,3,1.920327354,0.256982927,0.126708972,3
1,1,1,3,1.731470465,0.295521863,0.126708972,3
1,1,1,1,1.923613467,2.631922077,0.126708972,3
1,0,1,3,1.415514843,0.663819739,0.126708972,3
1,1,1,2,2.573692612,0.879122672,0.126708972,3
1,1,1,3,1.136993129,0.432678858,0.126708972,3
1,0,1,2,1.738746456,0.239811745,0.126708972,3
1,1,1,3,1.971587913,0.976245739,0.126708972,3
1,1,1,3,1.442319918,0.431004808,0.126708972,3
1,1,1,3,0.742748046,0.216566518,0.126708972,3
1,0,0,4,0.852689531,0.289028157,0.126708972,3
1,0,0,4,0.756151253,0.257179833,0.126708972,3
1,1,1,4,0.752997065,0.24051995,0.126708972,3
1,0,0,4,0.61425504,0.575250702,0.126708972,3
1,0,0,4,0.587968078,0.272309556,0.126708972,3
1,1,1,4,0.77373418,1.74371281,0.126708972,3
1,0,0,3,0.939777658,0.463378658,0.126708972,3
1,0,0,3,1.738424718,0.302899756,0.126708972,3
1,0,0,3,2.904965107,0.776007698,0.126708972,3
1,1,1,3,1.020527314,0.423750619,0.126708972,3
1,1,1,4,1.137094218,0.343761252,0.126708972,3
1,0,0,3,1.581202815,1.167483546,0.126708972,3
1,1,1,2,1.8740561,0.727918312,0.126708972,3
1,1,1,3,0.892972344,0.336835133,0.126708972,3
1,1,1,3,0.649690731,0.312184234,0.126708972,3
1,1,1,3,0.695516663,2.984364009,0.126708972,3
1,1,1,3,0.731442084,0.775756534,0.126708972,3
1,0,0,3,0.701480515,0.473124038,0.126708972,3
1,1,1,3,0.851780367,1.296377859,0.126708972,3
1,0,1,3,1.783659416,0.47957765,0.126708972,3
1,0,0,2,1.183194654,0.976201252,0.126708972,3
1,0,0,3,0.849592808,1.792265119,0.126708972,3
1,0,0,3,1.427202878,0.865146839,0.126708972,3
1,1,1,3,0.881770756,0.311794802,0.126708972,3
1,1,1,3,0.647476695,0.264161771,0.126708972,3
1,0,0,3,1.591205761,0.272312164,0.126708972,3
1,1,1,3,0.876811508,0.23228876,0.126708972,3
1,0,0,3,0.941912087,0.255911286,0.126708972,3
1,0,0,2,1.628439792,1.615248386,0.126708972,3
1,1,1,3,1.119303555,0.712245446,0.126708972,3
1,0,0,2,0.767112045,0.24728314,0.126708972,3
1,0,0,2,0.755339518,0.312193495,0.126708972,3
1,1,1,3,0.725052359,0.280017347,0.126708972,3
1,1,1,3,0.722554106,0.224278442,0.126708972,3
1,0,0,4,1.009731634,0.312019681,0.126708972,3
1,0,0,4,0.746837085,0.318921514,0.126708972,3
1,0,0,2,0.541208941,1.439314335,0.126708972,3
1,0,1,4,1.230548677,0.311958026,0.126708972,3
1,0,0,4,0.688082904,0.280186567,0.126708972,3
1,0,0,3,1.430005397,1.26423107,0.126708972,3
1,1,1,3,1.429621696,0.295870233,0.126708972,3
1,0,0,2,0.736003488,0.68747861,0.126708972,3
1,0,0,4,0.821913622,1.055961477,0.126708972,3
1,1,0,1,1.826876858,0.575774267,0.126708972,3
1,0,0,3,0.692208112,0.296812253,0.126708972,3
1,1,1,3,1.425805074,1.479796027,0.126708972,3
1,1,1,3,0.8416004,0.335941144,0.126708972,3
1,1,1,3,0.671943766,0.239427043,0.126708972,3
1,1,1,2,1.760014833,1.04837364,0.126708972,3
1,1,1,3,0.763832243,0.791484754,0.126708972,3
1,0,0,2,0.852219132,0.616164172,0.126708972,3
1,0,0,3,0.863708535,0.288462488,0.126708972,3
1,0,0,3,0.767971725,0.183619463,0.126708972,3
1,1,1,3,0.774065839,0.480508166,0.126708972,3
1,0,0,4,0.698111317,0.311745424,0.126708972,3
1,0,0,4,0.990413062,0.280260473,0.126708972,3
1,1,1,4,0.888897644,0.344185078,0.126708972,3
1,1,1,4,0.870471175,0.287004389,0.126708972,3
1,1,1,4,1.909080651,0.280031044,0.126708972,3
1,1,1,4,0.638429633,3.464954735,0.126708972,3
1,1,1,4,0.770931499,0.23308333,0.126708972,3
1,0,0,3,0.976111458,1.128631477,0.126708972,3
1,0,0,3,0.701717906,0.254889676,0.126708972,3
1,1,1,3,0.706798727,0.296705492,0.126708972,3
1,1,1,2,0.719607569,0.280752205,0.126708972,3
1,0,0,4,1.261031685,0.424127009,0.126708972,3
1,0,1,4,1.994120777,0.399982374,0.126708972,3
1,0,0,4,0.644308202,0.232242864,0.126708972,3
1,0,0,4,0.64538851,0.255570135,0.126708972,3
1,0,0,4,0.566502299,0.311599212,0.126708972,3
1,1,1,3,0.967531272,0.479265189,0.126708972,3
1,0,0,4,0.63607691,0.544270709,0.126708972,3
1,1,1,4,0.706334693,0.21534836,0.126708972,3
1,1,1,4,0.67477189,3.840091199,0.126708972,3
1,1,1,4,1.112637647,0.407206827,0.126708972,3
1,1,1,4,0.794488983,0.27991777,0.126708972,3
1,0,0,2,0.619868723,0.511676479,0.126708972,3
1,1,0,3,2.41199823,0.687794539,0.126708972,3
1,1,1,3,1.93219167,2.040653408,0.126708972,3
1,0,0,3,1.13459022,0.384016308,0.126708972,3
1,1,1,3,1.24862859,0.663623668,0.126708972,3
1,0,0,3,1.060370696,0.272339652,0.126708972,3
1,0,0,3,1.221312296,1.09533561,0.126708972,3
1,1,1,3,0.826981612,0.295879322,0.126708972,3
1,0,0,2,0.738449657,0.791961811,0.126708972,3
1,1,1,2,2.227454669,0.633211625,0.126708972,4
1,0,0,2,1.341673084,0.927835271,0.126708972,4
1,1,1,3,1.355914904,0.616031657,0.126708972,4
1,1,1,3,0.95770347,0.384594754,0.126708972,4
1,1,1,3,0.886301539,0.9207607,0.126708972,4
1,0,0,3,0.814567454,0.262804903,0.126708972,4
1,0,0,3,0.74343651,0.240154323,0.126708972,4
1,0,0,3,0.901412045,0.312428099,0.126708972,4
1,0,0,3,0.762766419,0.327435083,0.126708972,4
1,0,0,3,0.619657799,0.232601711,0.126708972,4
1,1,1,3,0.78223162,0.232027458,0.126708972,4
1,1,1,3,0.610670672,0.216586816,0.126708972,4
1,0,0,3,0.453656106,0.232584468,0.126708972,4
1,0,0,4,0.870549624,0.359647862,0.126708972,4
1,0,0,4,0.674220978,0.280755674,0.126708972,4
1,1,1,4,1.0408009,0.353196106,0.126708972,4
1,0,0,3,1.896219635,1.504131479,0.126708972,4
1,0,0,2,0.91737042,1.3200402,0.126708972,4
1,1,1,3,1.181667413,2.160756351,0.126708972,4
1,0,0,2,1.173674935,1.408581564,0.126708972,4
1,1,1,3,0.969901316,0.360647291,0.126708972,4
1,1,1,3,1.067361087,0.895932087,0.126708972,4
1,0,1,1,1.093211765,2.207898562,0.126708972,4
1,1,1,3,0.655224258,0.335186223,0.126708972,4
1,0,0,3,0.524034158,0.351924717,0.126708972,4
1,1,1,3,0.780753924,0.29663487,0.126708972,4
1,0,0,3,0.863300813,0.432107297,0.126708972,4
1,0,0,3,0.744789826,0.304261881,0.126708972,4
1,1,1,3,0.660138153,0.232388663,0.126708972,4
1,0,0,4,0.69303848,0.312225506,0.126708972,4
1,1,1,4,1.089659817,0.311863416,0.126708972,4
1,1,1,4,0.72827718,0.288445446,0.126708972,4
1,0,0,3,0.844223312,1.104310605,0.126708972,4
1,0,0,3,1.14306977,0.240500306,0.126708972,4
1,0,0,3,0.454851655,0.168201867,0.126708972,4
1,0,0,3,0.480908145,0.272665271,0.126708972,4
1,1,1,3,0.727076462,0.272681651,0.126708972,4
1,1,1,2,0.54077573,0.19893833,0.126708972,4
1,1,1,3,1.274421265,0.752655361,0.126708972,4
1,1,1,2,0.818099286,0.240270984,0.126708972,4
1,0,0,3,0.676509901,0.304756181,0.126708972,4
1,0,0,3,0.538331279,0.376619016,0.126708972,4
1,1,1,3,0.906997042,0.311972294,0.126708972,4
1,1,1,4,0.543879883,3.383742912,0.126708972,4
1,0,0,3,1.074956492,0.439488975,0.126708972,4
1,0,0,3,0.605083121,0.239935846,0.126708972,4
1,0,0,3,0.726798772,0.967907829,0.126708972,4
1,1,1,4,1.090989168,0.496538416,0.126708972,4
1,0,0,4,0.585955803,0.287911159,0.126708972,4
1,0,0,3,0.643225653,0.407867126,0.126708972,4
1,0,0,4,0.583149565,0.656158068,0.126708972,4
1,0,0,3,0.827141861,0.272070499,0.126708972,4
1,1,1,4,1.956500526,0.359525021,0.126708972,4
1,1,1,4,0.593152351,0.432247395,0.126708972,4
1,1,1,4,0.829482297,0.263622989,0.126708972,4
1,1,1,4,0.583105981,0.255546878,0.126708972,4
1,0,0,4,0.762024271,0.359990712,0.126708972,4
1,0,0,4,0.593594016,0.255942308,0.126708972,4
1,1,1,4,0.644307665,0.288243461,0.126708972,4
1,0,0,4,0.635888679,0.287665778,0.126708972,4
1,1,1,4,0.507415024,0.223128729,0.126708972,4
1,0,0,4,0.70572018,0.359459622,0.126708972,4
1,1,1,4,1.067872504,0.66438456,0.126708972,4
1,1,0,4,1.070619099,0.359695471,0.126708972,4
1,1,1,4,1.891428529,0.400963182,0.126708972,4
1,1,1,4,0.69814743,0.3203214,0.126708972,4
1,1,1,3,0.543044563,0.311862112,0.126708972,4
1,1,1,3,1.560657529,0.240257688,0.126708972,4
1,1,1,3,2.024469716,0.265010834,0.126708972,4
1,0,1,1,2.599560183,1.902946747,0.126708972,4
1,1,1,3,1.333817914,0.280206446,0.126708972,4
1,1,1,3,0.686409822,0.302115755,0.126708972,4
1,0,0,2,0.690027973,0.383408976,0.126708972,4
1,0,0,2,2.396260081,0.927586547,0.126708972,4
1,0,0,3,1.652360669,0.808647753,0.126708972,4
1,0,0,2,0.933312516,0.383133947,0.126708972,4
1,1,1,3,0.950501709,0.351449996,0.126708972,4
1,1,1,NaN,2.984198259,NaN,0.126708972,4
1,1,1,3,1.684035661,0.367517122,0.126708972,4
1,1,1,3,1.401836221,0.351773647,0.126708972,4
1,0,NaN,NaN,NaN,NaN,0.126708972,4
1,0,0,4,1.600090099,1.942837952,0.126708972,4
1,0,0,3,0.632591299,0.279920394,0.126708972,4
1,0,0,3,0.51251565,0.295822847,0.126708972,4
1,0,0,3,0.628622463,0.431247171,0.126708972,4
1,1,1,3,1.006678201,0.360063763,0.126708972,4
1,0,0,3,0.950369492,0.479976542,0.126708972,4
1,1,1,3,0.763750228,0.263333744,0.126708972,4
1,0,0,3,0.726903706,0.289210156,0.126708972,4
1,1,1,3,0.876141583,0.376263599,0.126708972,4
1,1,1,3,0.696057369,1.671588557,0.126708972,4
1,1,1,3,0.563049817,0.312480483,0.126708972,4
1,1,1,3,0.499932101,0.303920644,0.126708972,4
1,1,1,3,0.66413991,0.295580807,0.126708972,4
1,1,1,3,0.68705631,0.959337869,0.126708972,4
1,1,1,3,0.516008893,0.248379366,0.126708972,4
1,1,1,3,0.641786327,0.255528891,0.126708972,4
1,1,1,3,0.617715131,0.296181158,0.126708972,4
1,0,0,3,0.633854542,0.29538565,0.126708972,4
1,0,0,3,0.665315275,0.288153579,0.126708972,4
1,1,0,1,3.604911143,0.471545817,0.126708972,5
1,0,0,3,1.177058871,2.240551352,0.126708972,5
1,0,0,2,0.727167516,0.839517622,0.126708972,5
1,1,1,NaN,3.199245921,NaN,0.126708972,5
1,0,0,4,2.386791227,1.199207827,0.126708972,5
1,1,1,4,1.050266482,0.447244471,0.126708972,5
1,1,1,4,1.020448704,0.415826681,0.126708972,5
1,1,1,4,0.714826868,0.351019502,0.126708972,5
1,0,0,2,2.028253063,0.864311169,0.126708972,5
1,0,0,2,0.748964038,0.768373114,0.126708972,5
1,1,1,3,0.632297876,0.382873751,0.126708972,5
1,1,1,2,0.851961484,0.624723071,0.126708972,5
1,0,0,3,1.48791173,1.159429181,0.126708972,5
1,1,1,2,2.073268042,0.792432729,0.126708972,5
1,0,0,2,0.86600813,0.503893306,0.126708972,5
1,0,0,2,0.874682393,1.791993581,0.126708972,5
1,1,1,3,0.754674552,0.53515588,0.126708972,5
1,0,0,2,0.932144599,0.840127604,0.126708972,5
1,1,1,3,1.813545413,0.359670819,0.126708972,5
1,1,1,3,0.688029551,0.408187056,0.126708972,5
1,0,0,3,0.745428641,0.375669575,0.126708972,5
1,0,0,3,0.722506166,0.310681214,0.126708972,5
1,0,0,3,0.718249833,0.231788407,0.126708972,5
1,0,0,3,0.579948627,0.241029631,0.126708972,5
1,1,1,4,1.839594013,0.32074785,0.126708972,5
1,0,0,4,0.691004696,0.33637393,0.126708972,5
1,1,1,4,0.542774974,0.351546407,0.126708972,5
1,1,1,4,0.566856489,0.393003022,0.126708972,5
1,1,1,4,0.861320879,0.304205565,0.126708972,5
1,0,0,4,0.676731795,0.239643913,0.126708972,5
1,1,1,4,0.72451707,0.248394902,0.126708972,5
1,0,0,4,0.857633284,0.423769317,0.126708972,5
1,1,1,4,0.62924248,0.262797721,0.126708972,5
1,0,0,4,1.093284965,0.223598714,0.126708972,5
1,1,1,4,0.598640586,0.255466094,0.126708972,5
1,0,0,4,0.761240031,0.776379914,0.126708972,5
1,0,0,4,2.378408011,0.263765298,0.126708972,5
1,1,1,3,1.651587566,0.407926283,0.126708972,5
1,0,0,3,1.9303548,0.271624562,0.126708972,5
1,1,1,3,1.114980838,0.296412398,0.126708972,5
1,0,1,NaN,4.809304859,NaN,0.126708972,5
1,1,1,3,1.372338923,0.424860252,0.126708972,5
1,1,1,4,0.829490807,1.135901738,0.126708972,5
1,1,1,3,1.102264768,1.127952659,0.126708972,5
1,1,1,4,3.279620078,0.255471151,0.126708972,5
1,1,1,3,0.9209461,0.959571845,0.126708972,5
1,0,0,2,2.03828954,0.831116859,0.126708972,5
1,1,1,3,0.655196166,0.343380103,0.126708972,5
1,1,1,3,0.596225791,0.335994743,0.126708972,5
1,1,1,3,1.042699889,0.440249183,0.126708972,5
1,1,1,3,1.039193105,0.407963747,0.126708972,5
1,1,1,2,0.827089791,1.271872647,0.126708972,5
1,0,0,3,0.953024622,1.063222333,0.126708972,5
1,1,1,3,0.65725661,0.328125458,0.126708972,5
1,1,1,3,0.422673169,0.295915181,0.126708972,5
1,0,0,2,1.781602237,1.416264223,0.126708972,5
1,0,0,2,0.523182286,0.935981506,0.126708972,5
1,1,1,3,0.655571111,0.543063053,0.126708972,5
1,1,1,2,1.581614664,0.951114274,0.126708972,5
1,0,0,2,0.674116478,0.328201559,0.126708972,5
1,0,0,3,0.655717079,0.423622321,0.126708972,5
1,1,1,3,1.21679208,0.367944497,0.126708972,5
1,0,1,1,0.665669571,1.414883094,0.126708972,5
1,0,0,3,0.822603929,0.424972558,0.126708972,5
1,0,0,3,0.53927316,0.318987795,0.126708972,5
1,1,1,3,0.988268271,0.375721981,0.126708972,5
1,1,1,3,0.900497342,0.256462303,0.126708972,5
1,1,1,3,0.915973056,0.238961779,0.126708972,5
1,1,1,4,0.849920033,0.240160648,0.126708972,5
1,1,1,4,0.595844027,2.599678433,0.126708972,5
1,1,1,4,1.016943061,0.336471678,0.126708972,5
1,1,1,4,0.665216098,0.304222396,0.126708972,5
1,1,1,4,0.792051909,0.304029731,0.126708972,5
1,1,1,4,0.512733661,0.256910364,0.126708972,5
1,0,0,4,0.710799103,0.360065106,0.126708972,5
1,1,1,4,0.593936461,0.303395278,0.126708972,5
1,0,0,4,0.593377531,0.264393926,0.126708972,5
1,0,0,4,0.571295471,0.280103302,0.126708972,5
1,0,0,4,0.46181457,0.264581257,0.126708972,5
1,0,0,4,0.573050913,1.031098921,0.126708972,5
1,1,0,NaN,3.483278085,NaN,0.126708972,5
1,1,1,4,1.254265966,0.608583453,0.126708972,5
1,0,0,4,0.652855682,0.23075533,0.126708972,5
1,1,1,3,1.716823598,0.728717653,0.126708972,5
1,0,0,2,1.254262304,0.327991704,0.126708972,5
1,1,1,3,1.126010367,1.504192648,0.126708972,5
1,0,0,2,1.648483011,0.687569689,0.126708972,5
1,1,1,3,1.011980409,0.560320346,0.126708972,5
1,1,1,3,0.860029439,0.232293325,0.126708972,5
1,0,0,2,0.526437271,0.279771949,0.126708972,5
1,1,1,3,0.681874119,0.223090364,0.126708972,5
1,0,0,3,0.554513773,0.247809231,0.126708972,5
1,1,1,3,0.725822437,0.432091176,0.126708972,5
1,1,1,3,0.580881764,0.247976277,0.126708972,5
1,0,0,2,0.655602864,0.240074388,0.126708972,5
