Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Trial_in_block
1,2,2,0.8,1.293,1.349,1
1,2,2,0.6,1.982,0.562,2
1,1,1,0.7,1.147,0.653,3
1,2,1,0.8,1.391,1.09,4
1,2,1,0.8,1.209,1.08,5
1,1,1,0.8,1.215,0.607,6
1,1,1,0.8,1.254,0.43,7
1,1,1,0.7,1.202,0.287,8
1,2,2,0.6,1.384,0.587,9
1,1,1,0.8,1.273,0.854,10
1,1,1,0.7,1.309,0.608,11
1,2,2,0.6,1.607,0.735,12
1,1,1,0.9,1.347,1.429,13
1,2,2,0.9,1.287,0.743,14
1,1,1,0.7,1.651,0.892,15
1,2,2,0.8,1.199,1.004,16
1,2,2,0.7,1.35,0.857,17
1,1,1,0.8,1.175,1.711,18
1,1,1,1,1.345,0.916,19
1,2,2,0.9,1.392,0.261,20
1,2,2,0.7,1.607,0.695,21
1,1,2,0.7,1.507,0.621,22
1,1,1,0.7,1.987,0.663,23
1,2,2,0.8,1.397,0.899,24
1,2,2,0.7,1.553,0.647,25
1,2,1,0.7,1.611,0.315,26
1,1,1,0.8,1.253,0.357,27
1,2,2,0.8,1.349,0.552,28
1,1,1,0.8,1.196,0.377,29
1,1,1,0.9,1.216,0.68,30
1,2,1,0.8,1.177,0.865,31
1,1,1,0.7,1.269,0.464,32
1,2,1,0.6,1.284,0.281,33
1,2,2,0.6,1.123,0.384,34
1,2,2,0.7,1.326,0.63,35
1,1,1,0.7,1.304,0.395,36
1,1,1,0.5,1.854,0.35,37
1,1,1,0.6,1.442,0.984,38
1,2,1,0.6,1.337,0.761,39
1,1,1,0.7,1.968,0.536,40
1,1,2,0.7,1.076,0.306,41
1,1,1,0.8,1.135,0.696,42
1,1,1,0.7,1.201,0.558,43
1,2,1,0.8,1.14,0.327,44
1,1,1,0.8,1.24,0.758,45
1,2,2,0.7,1.189,0.584,46
1,2,2,0.8,1.438,0.747,47
1,2,2,0.5,1.852,0.477,48
1,2,2,0.6,1.572,0.388,49
1,1,1,0.6,1.588,0.408,50
1,2,2,0.7,1.174,0.734,51
1,2,2,0.8,1.407,0.471,52
1,1,2,0.6,1.425,0.339,53
1,1,1,0.5,0.873,0.959,54
1,2,1,0.5,1.504,0.315,55
1,1,1,0.6,1.746,0.877,56
1,2,2,0.6,1.64,0.758,57
1,1,2,0.5,0.898,0.677,58
1,1,1,0.5,1.131,0.539,59
1,2,1,0.6,1.322,0.351,60
1,2,2,0.8,1.224,0.579,61
1,1,1,0.6,1.716,0.474,62
1,1,1,0.6,1.304,1.259,63
1,2,2,0.7,1.103,0.706,64
1,1,1,0.6,1.454,0.662,65
1,2,1,0.6,1.204,0.754,66
1,1,1,0.6,1.192,1.054,67
1,2,2,0.8,1.335,0.815,68
1,2,1,0.8,1.481,1.662,69
1,1,1,0.7,1.29,0.402,70
1,2,2,0.6,1.043,0.433,71
1,1,1,0.5,1.442,0.407,72
1,1,1,0.6,1.808,0.28,73
1,2,1,0.6,2.012,0.629,74
1,2,2,0.5,1.486,0.254,75
1,2,1,0.5,1.449,0.17,76
1,1,1,0.9,1.131,0.723,77
1,2,2,0.8,1.487,0.511,78
1,1,1,0.8,1.283,0.816,79
1,1,1,0.9,1.425,0.54,80
1,1,1,0.9,1.075,0.792,81
1,2,1,0.7,1.412,0.5,82
1,1,1,0.8,1.288,0.672,83
1,2,1,0.8,1.177,0.553,84
1,1,1,0.7,1.093,0.245,85
1,2,2,0.7,1.401,0.246,86
1,2,2,0.9,1.349,0.656,87
1,1,1,0.5,1.587,0.55,88
1,1,1,0.9,1.146,0.405,89
1,2,2,0.8,1.273,0.199,90
1,1,1,0.7,1.445,0.277,91
1,2,1,0.6,1.542,0.321,92
1,1,1,0.8,1.125,0.469,93
1,2,2,0.8,1.18,0.366,94
1,2,2,0.7,1.18,0.248,95
1,1,1,0.6,1.4,0.366,96
1,1,1,0.6,0.72,0.423,97
1,1,1,0.6,1.141,0.256,98
1,1,1,0.6,0.727,0.607,99
1,2,2,0.5,1.544,0.531,100
1,2,1,0.6,1.044,0.337,101
1,1,1,0.8,1.354,0.423,1
1,2,2,0.7,1.197,0.619,2
1,2,2,0.7,1.33,0.282,3
1,1,1,0.8,1.027,0.645,4
1,1,1,0.7,0.86,0.366,5
1,2,1,0.8,1.051,0.315,6
1,1,2,0.7,1.228,0.286,7
1,1,1,0.6,1.053,0.253,8
1,2,1,0.7,1.193,0.366,9
1,2,2,0.8,1.156,0.986,10
1,2,2,0.7,1.389,0.593,11
1,1,2,0.7,1.532,0.276,12
1,2,2,0.7,1.216,0.392,13
1,2,1,0.8,1.252,0.364,14
1,2,2,0.8,0.885,0.373,15
1,2,2,0.7,1.076,0.665,16
1,1,1,0.7,1.276,0.522,17
1,1,1,0.8,1.078,0.396,18
1,1,2,0.7,1.215,0.367,19
1,1,2,0.7,1.2,0.55,20
1,1,1,0.6,1.087,0.303,21
1,1,1,0.6,1.342,0.36,22
1,2,2,0.7,1.276,0.234,23
1,2,2,0.7,1.44,0.221,24
1,1,1,0.6,1.598,0.468,25
1,2,2,0.6,1.696,0.552,26
1,2,2,0.6,1.559,0.26,27
1,1,1,0.8,1.114,0.736,28
1,1,1,0.8,1.649,0.657,29
1,2,1,0.6,1.554,0.208,30
1,1,1,0.8,1.691,0.492,31
1,2,1,0.7,1.459,0.237,32
1,1,1,0.6,1.59,0.297,33
1,2,2,0.9,1.218,0.453,34
1,2,2,0.9,1.203,0.225,35
1,2,2,0.8,1.354,0.44,36
1,1,1,0.7,1.936,0.961,37
1,2,1,0.9,1.696,0.992,38
1,1,1,0.5,1.465,0.812,39
1,2,2,0.7,1.328,0.896,40
1,1,2,0.7,1.374,0.583,41
1,1,1,0.6,1.293,0.182,42
1,2,2,0.7,1.057,0.329,43
1,1,1,0.6,1.08,0.189,44
1,1,1,0.6,0.828,0.502,45
1,2,2,0.8,1.09,0.722,46
1,2,2,0.7,1.105,0.379,47
1,2,2,0.7,1.172,0.652,48
1,1,1,0.6,1.131,0.219,49
1,1,1,0.6,1.364,0.29,50
1,2,2,0.7,1.059,0.749,51
1,1,2,0.6,1.158,0.244,52
1,2,2,0.7,0.914,2.384,53
1,2,2,0.8,1.093,0.428,54
1,1,2,0.8,1.611,0.411,55
1,2,2,0.7,1.3,0.343,56
1,1,1,0.6,1.12,0.333,57
1,1,2,0.6,1.392,0.494,58
1,2,2,0.8,0.834,0.807,59
1,2,2,0.7,1.075,0.481,60
1,1,2,0.7,1.279,0.333,61
1,1,2,0.6,1.691,0.483,62
1,1,1,0.8,1.391,0.418,63
1,2,2,0.9,0.896,0.76,64
1,1,1,0.8,1.287,0.231,65
1,2,2,0.8,1.046,0.397,66
1,2,2,0.9,1.092,0.644,67
1,1,2,0.8,1.381,0.32,68
1,1,2,0.6,1.991,0.716,69
1,2,2,0.7,1.077,0.483,70
1,2,1,0.5,1.521,0.351,71
1,2,2,0.9,1.173,0.309,72
1,1,1,0.8,1.064,0.243,73
1,2,2,0.7,1.186,0.637,74
1,1,1,0.6,1.16,0.742,75
1,2,2,0.6,1.156,0.402,76
1,1,1,0.8,1.086,0.806,77
1,1,1,0.7,1.613,0.557,78
1,2,1,0.7,1.299,0.59,79
1,2,1,0.8,1.244,0.332,80
1,2,1,0.7,1.851,0.795,81
1,1,1,0.5,1.861,1.111,82
1,1,1,0.6,1.705,0.236,83
1,1,1,0.6,1.335,0.792,84
1,1,1,0.6,1.139,0.246,85
1,2,2,0.6,0.994,0.263,86
1,2,1,0.6,1.019,0.254,87
1,1,1,0.6,0.852,0.404,88
1,2,2,0.9,1.434,0.656,89
1,1,1,0.7,1.865,0.692,90
1,2,1,0.6,1.795,0.305,91
1,1,1,0.5,1.598,0.165,92
1,2,2,0.6,1.885,0.694,93
1,2,1,0.8,1.383,0.89,94
1,1,1,0.9,1.406,1.214,95
1,2,2,0.8,1.444,0.221,96
1,2,2,0.8,1.563,1.008,97
1,1,1,0.7,1.236,0.338,98
1,1,1,0.6,1.248,0.497,99
1,1,1,0.6,0.98,0.519,100
1,1,1,0.6,1.16,0.27,101
1,2,1,0.5,2.226,0.819,1
1,1,1,0.8,1.114,0.351,2
1,2,2,0.9,1.264,0.163,3
1,2,1,0.7,1.201,0.19,4
1,1,2,0.6,1.272,0.205,5
1,2,2,0.6,1.025,0.443,6
1,2,2,0.8,0.89,0.746,7
1,2,2,0.7,0.865,0.515,8
1,1,1,0.6,1.031,0.322,9
1,1,1,0.8,1.803,0.833,10
1,1,1,0.8,1.111,0.477,11
1,2,1,0.6,1.555,0.376,12
1,1,1,0.9,1.086,1.087,13
1,2,2,0.9,1.219,1.158,14
1,1,1,0.9,1.063,1.434,15
1,1,1,0.8,1.174,0.822,16
1,1,1,0.7,1.052,0.829,17
1,2,2,0.7,1.067,0.797,18
1,1,1,0.7,1.026,0.756,19
1,2,2,0.8,1.174,1.07,20
1,2,2,0.7,1.3,1.095,21
1,2,1,0.6,1.149,0.92,22
1,2,2,0.8,0.999,1.404,23
1,2,1,0.7,1.313,1.118,24
1,1,1,0.5,1.711,0.789,25
1,1,1,0.9,1.156,0.785,26
1,1,1,0.9,1.25,0.714,27
1,2,2,0.9,1.625,0.836,28
1,1,1,1,1.501,0.904,29
1,2,1,0.6,1.934,0.911,30
1,1,1,0.9,1.037,0.683,31
1,2,2,0.8,1.649,0.786,32
1,1,2,0.7,1.763,0.944,33
1,2,2,0.7,1.572,0.884,34
1,2,2,0.7,1.208,0.777,35
1,1,1,0.7,1.057,0.666,36
1,1,1,0.6,1.365,0.854,37
1,2,2,0.6,1.67,0.642,38
1,1,1,0.5,1.619,1.094,39
1,1,1,0.6,2.178,0.717,40
1,1,1,0.6,1.662,0.849,41
1,2,2,0.6,1.512,1.253,42
1,1,1,0.7,1.386,0.86,43
1,2,1,0.6,1.757,2.747,44
1,2,2,0.7,1.949,0.744,45
1,2,2,0.7,1.327,0.927,46
1,2,1,0.7,1.117,0.787,47
1,2,2,0.7,1.302,0.785,48
1,2,1,0.6,1.299,0.733,49
1,1,1,0.6,1.174,0.911,50
1,2,2,0.6,0.72,0.864,51
1,1,1,0.6,1.244,0.826,52
1,1,1,1,1.12,1.053,53
1,1,1,0.9,1.123,0.833,54
1,1,1,0.9,1.309,0.72,55
1,2,2,0.7,1.433,0.894,56
1,1,1,0.7,1.168,0.888,57
1,2,2,0.8,1.172,0.78,58
1,2,2,0.7,1.33,1.251,59
1,1,1,0.7,1.166,0.799,60
1,1,1,0.7,0.962,0.856,61
1,2,2,0.8,1.092,0.692,62
1,1,1,0.7,1.434,0.76,63
1,2,2,0.7,1.199,0.964,64
1,1,1,0.6,1.621,0.784,65
1,1,1,0.9,1.137,0.673,66
1,2,2,0.7,2.066,0.821,67
1,2,2,0.7,1.126,0.815,68
1,2,2,0.6,1.12,0.765,69
1,1,1,0.6,1.041,0.678,70
1,1,1,0.6,1.045,0.741,71
1,2,1,0.6,1.143,0.825,72
1,1,1,0.7,1.018,0.917,73
1,1,1,0.6,1.228,0.79,74
1,2,2,0.6,1.179,0.933,75
1,2,1,0.7,1.289,0.753,76
1,2,2,0.6,1.146,0.877,77
1,1,1,0.6,1.175,0.791,78
1,2,2,0.6,1.037,0.763,79
1,2,2,0.8,1.052,0.708,80
1,1,1,0.9,0.885,0.717,81
1,2,1,0.9,1.164,0.756,82
1,1,1,0.9,0.984,0.642,83
1,2,2,0.8,0.814,2.311,84
1,1,1,0.9,0.859,0.973,85
1,1,1,0.9,0.996,0.666,86
1,2,1,0.8,1.568,0.728,87
1,1,1,0.7,0.988,0.871,88
1,1,1,0.7,4.449,0.591,89
1,1,1,0.7,1.024,0.77,90
1,2,2,0.7,1.369,0.777,91
1,1,1,0.8,1.579,0.709,92
1,2,2,0.7,1.972,0.749,93
1,2,2,0.6,1.291,0.803,94
1,2,2,0.6,1.142,0.801,95
1,1,1,0.8,1.133,0.741,96
1,1,1,0.7,1.086,0.871,97
1,1,1,0.8,1.09,0.707,98
1,1,2,0.7,1.1,1.358,99
1,2,2,0.7,1.037,0.802,100
1,2,1,0.6,1.366,0.823,101
1,2,1,0.9,1.165,0.637,1
1,2,1,0.7,1.502,0.769,2
1,2,2,0.7,1.13,0.954,3
1,1,1,0.7,1.15,1.881,4
1,1,2,0.7,1.664,1.051,5
1,1,1,0.7,1.269,1.103,6
1,1,2,0.7,1.128,1.049,7
1,2,2,0.7,1.114,0.831,8
1,2,2,0.7,0.947,1.046,9
1,1,1,0.5,1.983,0.706,10
1,2,2,0.8,1.065,0.843,11
1,2,2,0.7,1.202,0.975,12
1,2,1,0.7,1.081,1.63,13
1,2,2,0.9,0.963,0.696,14
1,1,1,0.8,1.129,0.761,15
1,1,1,0.7,1.24,0.749,16
1,1,1,0.7,1.065,1.132,17
1,1,1,0.7,1.131,1.218,18
1,2,2,0.9,1.028,1.143,19
1,1,2,0.8,1.075,1.288,20
1,1,1,0.5,1.709,0.847,21
1,1,2,0.6,1.121,0.91,22
1,2,2,0.7,1.135,1.167,23
1,2,2,0.7,1.027,0.926,24
1,2,2,0.7,1.506,1.029,25
1,2,2,0.6,1.363,1.065,26
1,1,1,0.6,1.148,1.023,27
1,2,2,0.8,0.886,0.814,28
1,2,2,0.9,1.052,0.892,29
1,1,1,0.7,1.539,0.918,30
1,1,1,0.8,1.048,1.216,31
1,2,2,0.8,1.156,1.321,32
1,1,1,0.7,1.08,1.109,33
1,1,1,0.7,1.028,0.847,34
1,2,2,0.9,1.17,1.426,35
1,2,2,0.8,1.23,0.801,36
1,1,1,0.7,1.109,0.76,37
1,1,1,0.7,1.207,0.742,38
1,2,2,0.6,1.45,0.898,39
1,1,2,0.6,1.119,0.924,40
1,2,2,0.6,0.923,1.008,41
1,2,2,0.6,0.812,1.068,42
1,1,1,0.7,0.837,0.93,43
1,2,1,0.6,1.094,0.751,44
1,1,1,0.6,1.048,0.856,45
1,1,2,0.6,0.796,0.889,46
1,2,2,0.6,0.685,0.877,47
1,1,1,0.6,0.889,0.929,48
1,2,2,0.7,0.938,0.789,49
1,1,1,0.9,0.998,0.771,50
1,1,1,0.8,1.09,1.122,51
1,2,2,0.8,1.086,0.742,52
1,2,2,0.6,1.812,1.245,53
1,1,1,0.6,1.438,0.827,54
1,2,2,0.7,1.255,1.095,55
1,2,2,0.8,1.148,0.862,56
1,1,1,0.7,1.469,3.896,57
1,2,2,0.6,1.335,0.768,58
1,2,2,0.8,1.054,0.63,59
1,1,1,1,1.008,0.952,60
1,1,1,1,0.995,0.633,61
1,1,1,1,0.967,0.871,62
1,2,1,0.7,1.062,0.833,63
1,1,1,0.7,1.026,1.221,64
1,2,1,0.6,1.116,1.145,65
1,1,1,0.9,1.252,0.973,66
1,2,1,0.6,1.382,0.817,67
1,2,1,0.5,1.543,0.762,68
1,2,2,0.9,1.473,0.999,69
1,1,1,0.8,1.413,1.005,70
1,2,1,0.8,1.174,1.159,71
1,1,1,0.9,1.086,0.669,72
1,1,1,0.9,1.164,0.602,73
1,1,1,0.8,1.048,0.728,74
1,2,2,0.5,1.874,0.687,75
1,1,1,0.7,1.024,0.683,76
1,2,2,0.8,1.359,0.644,77
1,2,1,0.7,1.061,0.72,78
1,2,2,0.8,1.071,0.778,79
1,1,1,0.8,1.038,0.691,80
1,1,1,0.7,0.849,0.769,81
1,1,1,0.6,0.72,0.931,82
1,2,2,0.8,0.809,0.753,83
1,1,1,0.7,1.322,0.648,84
1,1,1,0.6,0.601,0.902,85
1,2,2,0.7,0.639,0.884,86
1,2,1,0.6,1.701,0.801,87
1,2,2,0.6,0.735,0.831,88
1,1,1,0.6,0.638,0.931,89
1,2,2,0.6,0.788,0.783,90
1,2,1,0.8,1.229,5.464,91
1,1,1,0.7,1.598,0.771,92
1,1,1,0.9,0.77,0.706,93
1,1,1,0.8,1.131,0.723,94
1,2,2,0.6,1.249,0.953,95
1,1,1,0.6,1.045,0.654,96
1,2,1,0.6,1.172,0.724,97
1,2,1,0.6,0.891,0.819,98
1,1,1,0.6,1.052,0.628,99
1,2,1,0.6,0.757,0.699,100
1,2,1,0.7,1.123,0.441,1
1,2,1,0.7,0.647,0.599,2
1,1,1,0.7,0.632,0.517,3
1,1,1,0.7,0.721,0.415,4
1,1,1,0.7,0.692,0.501,5
1,2,1,0.6,1.416,0.281,6
1,1,1,0.8,1.167,0.207,7
1,2,1,0.7,1.464,0.523,8
1,1,1,0.9,1.543,1.001,9
1,2,1,0.8,1.235,0.392,10
1,2,1,0.6,0.889,0.994,11
1,1,1,0.5,0.992,0.254,12
1,1,1,0.6,1.26,0.479,13
1,2,1,0.7,0.811,1.451,14
1,2,1,0.6,1.058,0.693,15
1,1,1,0.6,0.989,0.864,16
1,2,1,0.7,1.103,0.881,17
1,1,1,0.6,1.016,0.472,18
1,2,2,0.7,1.015,0.358,19
1,1,1,0.9,0.823,1.162,20
1,1,1,0.9,1.035,0.753,21
1,1,1,0.8,0.983,0.322,22
1,2,1,0.7,0.929,0.656,23
1,1,1,0.9,0.932,0.589,24
1,1,1,0.8,0.938,2.358,25
1,2,2,0.7,0.858,0.482,26
1,2,1,0.9,0.726,0.726,27
1,2,1,0.6,0.945,0.668,28
1,1,1,0.9,0.752,0.957,29
1,1,1,0.8,0.999,0.588,30
1,1,1,0.8,1.301,1.2,31
1,1,1,0.7,0.911,0.922,32
1,2,2,0.8,1.267,1.422,33
1,2,1,0.8,0.842,0.607,34
1,2,1,0.5,0.778,0.821,35
1,1,1,0.7,1.108,0.575,36
1,2,2,0.8,1.402,0.432,37
1,1,1,0.7,0.787,0.598,38
1,2,2,0.8,0.756,0.386,39
1,2,1,0.7,0.696,0.56,40
1,1,1,0.6,0.668,0.287,41
1,1,1,0.8,1.189,0.632,42
1,2,2,0.9,1.158,1.364,43
1,2,2,0.8,0.904,0.474,44
1,1,1,1,0.916,0.993,45
1,2,2,0.7,0.933,0.533,46
1,1,1,0.7,1.003,0.889,47
1,1,1,0.9,2.036,8.538,48
1,2,1,0.5,1.913,0.215,49
1,1,1,0.8,0.765,0.741,50
1,2,2,0.7,1.076,0.761,51
1,2,1,0.7,1.299,0.933,52
1,1,1,0.8,0.878,1.324,53
1,2,2,0.8,1.154,0.672,54
1,2,2,0.8,1.14,0.814,55
1,2,1,0.6,1.73,0.73,56
1,1,1,0.6,1.076,0.305,57
1,1,1,0.6,1.103,0.402,58
1,1,1,0.5,1.568,0.177,59
1,2,2,0.8,1.044,0.482,60
1,1,1,0.6,0.845,0.597,61
1,2,2,0.6,0.788,0.422,62
1,2,2,0.8,0.767,0.759,63
1,1,1,0.8,1.195,1.024,64
1,2,1,0.7,1.034,0.623,65
1,1,1,0.7,0.729,1.104,66
1,1,1,0.8,0.922,0.759,67
1,1,2,0.8,1.147,0.414,68
1,2,2,0.7,0.881,0.479,69
1,2,1,0.8,1.573,1.662,70
1,1,2,0.8,0.964,0.458,71
1,1,1,0.9,1.232,0.669,72
1,2,2,0.9,1.511,2.642,73
1,1,1,0.8,1.094,0.686,74
1,2,1,0.6,1.348,0.815,75
1,2,1,0.6,1.019,0.574,76
1,1,1,0.7,1.053,0.669,77
1,1,2,0.6,1.086,0.326,78
1,1,1,0.9,1.116,0.41,79
1,2,2,0.8,1.171,0.267,80
1,1,1,0.7,1.076,0.562,81
1,2,1,0.6,1.17,0.331,82
1,1,1,0.6,1.27,0.633,83
1,2,1,0.7,1.111,0.253,84
1,2,2,0.6,1.085,0.566,85
1,1,1,0.8,1.309,0.919,86
1,1,1,0.8,1.373,0.414,87
1,2,2,0.6,1.399,0.452,88
1,1,1,0.8,0.854,0.477,89
1,2,1,0.7,1.14,0.695,90
1,2,1,0.6,0.835,0.448,91
1,2,2,0.9,1.178,1.121,92
1,1,1,0.8,1.779,0.67,93
1,2,1,0.7,1.817,0.429,94
1,1,2,0.6,1.28,0.622,95
1,2,1,0.6,1.06,0.303,96
1,1,1,0.8,0.699,0.958,97
1,2,1,0.8,0.894,0.647,98
1,1,1,0.8,1.296,0.464,99
1,2,2,0.8,1.35,0.289,100
1,1,1,0.8,1.299,0.485,101
1,1,1,0.9,1.192,0.47,102
1,1,1,0.9,0.783,0.874,103
1,1,1,0.9,0.942,0.248,104
1,2,1,0.7,1.366,0.415,105
1,2,1,0.6,1.861,0.456,106
1,1,1,0.9,1.164,1.17,107
1,2,2,0.7,1.088,0.568,108
1,2,2,0.8,1.103,0.706,109
2,2,2,0.7,0.973,0.477,1
2,2,2,0.8,1.574,0.334,2
2,2,1,0.8,1.759,0.597,3
2,1,1,0.8,0.783,0.297,4
2,2,1,0.7,0.802,0.56,5
2,1,2,0.9,0.867,0.238,6
2,1,1,0.8,0.981,0.527,7
2,1,1,0.8,0.656,0.344,8
2,1,1,0.8,1.172,0.452,9
2,1,1,0.7,0.962,0.504,10
2,2,1,0.7,0.967,0.478,11
2,2,1,0.7,1.027,0.325,12
2,1,1,0.7,0.739,0.438,13
2,1,1,0.8,0.922,0.407,14
2,2,2,0.8,1.005,0.358,15
2,2,1,0.8,0.764,0.513,16
2,1,1,0.7,1.084,0.533,17
2,2,1,0.7,0.992,0.638,18
2,2,1,0.8,1.359,0.316,19
2,1,1,0.8,1.28,0.614,20
2,2,2,0.8,1.029,0.431,21
2,1,1,0.7,1.238,0.403,22
2,1,1,0.8,0.94,0.575,23
2,2,2,0.9,1.026,0.286,24
2,2,1,0.8,0.956,0.545,25
2,2,2,0.9,0.835,0.272,26
2,1,1,0.7,0.998,0.436,27
2,2,2,0.9,0.655,0.424,28
2,1,2,0.7,1.318,0.403,29
2,1,2,0.8,1.106,0.469,30
2,2,2,0.8,1.432,0.222,31
2,1,1,0.7,0.962,0.463,32
2,1,1,0.7,0.877,0.618,33
2,2,2,0.8,0.974,0.327,34
2,1,2,0.8,1.261,0.248,35
2,2,1,0.8,1.169,0.281,36
2,1,2,0.8,1.149,0.296,37
2,1,2,0.8,0.788,0.334,38
2,2,2,0.8,1.056,0.408,39
2,2,2,0.8,0.992,0.278,40
2,2,2,0.8,0.815,0.359,41
2,2,2,0.8,0.693,0.35,42
2,1,2,0.8,1.319,0.284,43
2,1,1,0.7,1.506,0.365,44
2,2,1,0.8,1.041,0.39,45
2,2,1,0.8,1.039,0.261,46
2,1,1,0.8,1.038,0.284,47
2,1,1,0.8,0.986,0.301,48
2,2,1,0.7,1.018,0.389,49
2,2,2,0.9,1.094,0.414,50
2,1,2,0.9,1.064,0.41,51
2,2,2,0.8,0.851,0.555,52
2,1,1,0.8,0.869,0.4,53
2,1,1,0.8,0.737,0.337,54
2,2,2,0.9,0.93,0.329,55
2,1,1,0.8,0.976,0.296,56
2,1,1,0.8,0.953,0.391,57
2,1,2,0.7,1.112,0.437,58
2,1,2,0.8,1.172,0.732,59
2,1,1,0.8,1.186,0.341,60
2,2,1,0.7,1.305,0.588,61
2,2,1,0.7,0.904,0.362,62
2,2,2,0.8,2.072,0.734,63
2,2,2,0.8,0.72,0.28,64
2,1,1,0.8,0.808,0.537,65
2,1,2,0.7,0.922,0.415,66
2,2,2,0.8,0.912,0.23,67
2,2,2,0.8,0.745,0.3,68
2,1,1,0.7,0.77,0.579,69
2,1,1,0.8,0.985,0.892,70
2,2,1,0.7,0.624,1.266,71
2,2,2,0.8,1.001,0.287,72
2,2,2,0.8,0.802,0.415,73
2,1,1,0.8,0.91,0.384,74
2,1,2,0.7,0.748,0.543,75
2,2,2,0.8,0.994,0.32,76
2,1,2,0.7,1.076,0.617,77
2,2,2,0.9,0.912,0.853,78
2,1,1,0.7,0.897,0.425,79
2,2,2,0.8,1.069,0.544,80
2,1,1,0.8,1.07,0.273,81
2,1,2,0.8,1.023,0.458,82
2,2,1,0.7,0.76,0.47,83
2,1,1,0.6,1.511,0.964,84
2,2,2,0.8,0.971,0.531,85
2,2,2,0.9,1.282,1.015,86
2,2,1,0.7,1.184,0.355,87
2,1,1,0.8,0.982,0.329,88
2,1,1,0.7,1.165,0.469,89
2,2,2,0.8,0.876,0.313,90
2,2,1,0.8,1.159,0.268,91
2,2,2,0.8,0.645,0.261,92
2,1,1,0.8,0.689,0.361,93
2,1,1,0.8,0.917,0.418,94
2,1,1,0.8,0.777,0.264,95
2,2,1,0.8,0.599,0.372,96
2,2,2,0.8,0.848,0.304,97
2,1,1,0.8,1.046,0.359,98
2,1,1,0.8,0.904,0.282,99
2,1,2,0.7,0.947,0.518,100
2,2,2,0.8,1.076,0.45,101
2,1,2,0.7,1.157,0.699,1
2,2,2,0.9,0.761,0.263,2
2,2,1,0.8,0.997,0.266,3
2,1,2,0.8,0.859,0.366,4
2,2,2,0.8,0.751,0.325,5
2,1,2,0.7,0.694,0.742,6
2,2,2,0.7,0.694,0.359,7
2,1,2,0.8,0.578,0.309,8
2,2,2,0.8,0.598,0.34,9
2,2,2,0.8,0.559,0.436,10
2,1,1,0.8,0.883,0.193,11
2,1,2,0.8,1.093,0.269,12
2,2,2,0.8,0.72,0.237,13
2,2,1,0.8,1.3,0.223,14
2,1,1,0.8,0.685,0.285,15
2,1,2,0.8,0.921,0.366,16
2,2,2,0.8,0.856,0.24,17
2,1,2,0.8,0.774,0.246,18
2,2,2,0.8,0.58,0.302,19
2,1,2,0.7,0.725,0.741,20
2,2,2,0.8,1.625,0.5,21
2,2,1,0.7,1.069,0.376,22
2,1,2,0.7,1.076,0.425,23
2,1,1,0.9,0.989,1.064,24
2,2,2,0.7,1.1,0.326,25
2,2,2,0.8,0.832,0.309,26
2,1,2,0.7,1.19,0.409,27
2,1,1,0.7,0.757,0.738,28
2,2,1,0.8,1.014,0.374,29
2,1,1,0.8,0.732,0.372,30
2,2,2,0.9,0.848,0.504,31
2,1,2,0.8,3.316,0.698,32
2,2,1,0.8,0.792,0.35,33
2,2,2,0.8,0.513,0.343,34
2,1,1,0.8,0.565,0.42,35
2,2,2,0.8,0.641,0.254,36
2,2,1,0.8,0.878,0.268,37
2,2,2,0.8,0.781,0.24,38
2,1,2,0.8,0.969,0.313,39
2,1,2,0.8,0.557,0.25,40
2,1,1,0.8,0.763,0.297,41
2,2,1,0.8,0.887,0.271,42
2,1,1,0.8,0.96,0.277,43
2,1,1,0.8,0.948,0.383,44
2,2,1,0.8,0.972,0.413,45
2,1,1,0.8,0.545,0.363,46
2,2,1,0.8,1.175,0.239,47
2,1,1,0.8,0.762,0.328,48
2,2,2,0.8,0.92,0.462,49
2,2,2,0.8,1.034,0.335,50
2,1,1,0.8,0.792,0.342,51
2,2,1,0.8,1.111,0.34,52
2,1,1,0.8,0.72,0.272,53
2,2,2,0.8,0.884,0.433,54
2,1,1,0.8,1.191,0.189,55
2,2,2,0.8,0.798,0.42,56
2,1,2,0.7,0.999,0.341,57
2,1,1,0.9,0.957,0.723,58
2,2,2,0.7,0.988,0.407,59
2,2,1,0.7,1.064,0.563,60
2,1,1,0.9,0.905,0.635,61
2,2,2,0.8,0.962,0.839,62
2,2,2,0.8,0.891,0.395,63
2,1,1,0.8,0.527,0.311,64
2,1,2,0.7,0.643,0.512,65
2,2,1,0.8,0.46,0.391,66
2,1,1,0.8,0.885,0.237,67
2,1,2,0.7,0.584,1.251,68
2,1,1,0.8,0.477,0.618,69
2,1,1,0.8,0.72,0.387,70
2,2,2,0.8,0.772,0.332,71
2,1,1,0.8,0.637,0.322,72
2,2,1,0.8,0.945,0.34,73
2,2,2,0.7,0.94,0.423,74
2,2,2,0.7,0.899,0.454,75
2,1,1,0.8,0.631,0.37,76
2,1,1,0.8,0.523,0.352,77
2,1,1,0.8,0.763,0.313,78
2,2,1,0.8,0.644,0.322,79
2,1,1,0.8,0.538,0.309,80
2,2,1,0.8,0.72,0.366,81
2,2,1,0.8,0.559,0.7,82
2,2,1,0.8,1.073,0.421,83
2,1,1,0.8,0.919,0.356,84
2,2,2,0.8,1.176,0.304,85
